Time	Requests
1998-05-14 00:00:00	930
1998-05-14 00:01:00	653
1998-05-14 00:02:00	554
1998-05-14 00:03:00	745
1998-05-14 00:04:00	708
1998-05-14 00:05:00	872
1998-05-14 00:06:00	1032
1998-05-14 00:07:00	1054
1998-05-14 00:08:00	1225
1998-05-14 00:09:00	1255
1998-05-14 00:10:00	1391
1998-05-14 00:11:00	1288
1998-05-14 00:12:00	1037
1998-05-14 00:13:00	956
1998-05-14 00:14:00	939
1998-05-14 00:15:00	1271
1998-05-14 00:16:00	1313
1998-05-14 00:17:00	993
1998-05-14 00:18:00	982
1998-05-14 00:19:00	1032
1998-05-14 00:20:00	925
1998-05-14 00:21:00	860
1998-05-14 00:22:00	877
1998-05-14 00:23:00	787
1998-05-14 00:24:00	1101
1998-05-14 00:25:00	1051
1998-05-14 00:26:00	1106
1998-05-14 00:27:00	980
1998-05-14 00:28:00	1158
1998-05-14 00:29:00	1043
1998-05-14 00:30:00	1319
1998-05-14 00:31:00	1308
1998-05-14 00:32:00	1368
1998-05-14 00:33:00	1410
1998-05-14 00:34:00	1339
1998-05-14 00:35:00	1168
1998-05-14 00:36:00	912
1998-05-14 00:37:00	1403
1998-05-14 00:38:00	1191
1998-05-14 00:39:00	1285
1998-05-14 00:40:00	1056
1998-05-14 00:41:00	1239
1998-05-14 00:42:00	977
1998-05-14 00:43:00	1034
1998-05-14 00:44:00	786
1998-05-14 00:45:00	831
1998-05-14 00:46:00	1094
1998-05-14 00:47:00	859
1998-05-14 00:48:00	997
1998-05-14 00:49:00	774
1998-05-14 00:50:00	916
1998-05-14 00:51:00	847
1998-05-14 00:52:00	830
1998-05-14 00:53:00	1120
1998-05-14 00:54:00	771
1998-05-14 00:55:00	863
1998-05-14 00:56:00	767
1998-05-14 00:57:00	861
1998-05-14 00:58:00	710
1998-05-14 00:59:00	1085
1998-05-14 01:00:00	766
1998-05-14 01:01:00	898
1998-05-14 01:02:00	1012
1998-05-14 01:03:00	973
1998-05-14 01:04:00	1022
1998-05-14 01:05:00	1250
1998-05-14 01:06:00	1125
1998-05-14 01:07:00	891
1998-05-14 01:08:00	1132
1998-05-14 01:09:00	977
1998-05-14 01:10:00	731
1998-05-14 01:11:00	733
1998-05-14 01:12:00	754
1998-05-14 01:13:00	828
1998-05-14 01:14:00	1041
1998-05-14 01:15:00	734
1998-05-14 01:16:00	825
1998-05-14 01:17:00	601
1998-05-14 01:18:00	506
1998-05-14 01:19:00	1251
1998-05-14 01:20:00	1291
1998-05-14 01:21:00	935
1998-05-14 01:22:00	959
1998-05-14 01:23:00	1214
1998-05-14 01:24:00	943
1998-05-14 01:25:00	1080
1998-05-14 01:26:00	877
1998-05-14 01:27:00	866
1998-05-14 01:28:00	925
1998-05-14 01:29:00	637
1998-05-14 01:30:00	733
1998-05-14 01:31:00	623
1998-05-14 01:32:00	596
1998-05-14 01:33:00	761
1998-05-14 01:34:00	783
1998-05-14 01:35:00	959
1998-05-14 01:36:00	855
1998-05-14 01:37:00	890
1998-05-14 01:38:00	697
1998-05-14 01:39:00	700
1998-05-14 01:40:00	764
1998-05-14 01:41:00	1011
1998-05-14 01:42:00	970
1998-05-14 01:43:00	958
1998-05-14 01:44:00	725
1998-05-14 01:45:00	756
1998-05-14 01:46:00	717
1998-05-14 01:47:00	884
1998-05-14 01:48:00	739
1998-05-14 01:49:00	877
1998-05-14 01:50:00	1069
1998-05-14 01:51:00	980
1998-05-14 01:52:00	1086
1998-05-14 01:53:00	1117
1998-05-14 01:54:00	942
1998-05-14 01:55:00	871
1998-05-14 01:56:00	687
1998-05-14 01:57:00	638
1998-05-14 01:58:00	702
1998-05-14 01:59:00	925
1998-05-14 02:00:00	939
1998-05-14 02:01:00	851
1998-05-14 02:02:00	809
1998-05-14 02:03:00	932
1998-05-14 02:04:00	1052
1998-05-14 02:05:00	1002
1998-05-14 02:06:00	650
1998-05-14 02:07:00	588
1998-05-14 02:08:00	667
1998-05-14 02:09:00	617
1998-05-14 02:10:00	665
1998-05-14 02:11:00	640
1998-05-14 02:12:00	590
1998-05-14 02:13:00	633
1998-05-14 02:14:00	735
1998-05-14 02:15:00	788
1998-05-14 02:16:00	708
1998-05-14 02:17:00	708
1998-05-14 02:18:00	690
1998-05-14 02:19:00	689
1998-05-14 02:20:00	664
1998-05-14 02:21:00	536
1998-05-14 02:22:00	690
1998-05-14 02:23:00	803
1998-05-14 02:24:00	755
1998-05-14 02:25:00	984
1998-05-14 02:26:00	873
1998-05-14 02:27:00	909
1998-05-14 02:28:00	702
1998-05-14 02:29:00	788
1998-05-14 02:30:00	786
1998-05-14 02:31:00	937
1998-05-14 02:32:00	867
1998-05-14 02:33:00	736
1998-05-14 02:34:00	841
1998-05-14 02:35:00	776
1998-05-14 02:36:00	772
1998-05-14 02:37:00	752
1998-05-14 02:38:00	1409
1998-05-14 02:39:00	1343
1998-05-14 02:40:00	1074
1998-05-14 02:41:00	1218
1998-05-14 02:42:00	1328
1998-05-14 02:43:00	1271
1998-05-14 02:44:00	1230
1998-05-14 02:45:00	1183
1998-05-14 02:46:00	1231
1998-05-14 02:47:00	873
1998-05-14 02:48:00	860
1998-05-14 02:49:00	1071
1998-05-14 02:50:00	928
1998-05-14 02:51:00	896
1998-05-14 02:52:00	750
1998-05-14 02:53:00	523
1998-05-14 02:54:00	530
1998-05-14 02:55:00	652
1998-05-14 02:56:00	616
1998-05-14 02:57:00	589
1998-05-14 02:58:00	586
1998-05-14 02:59:00	644
1998-05-14 03:00:00	607
1998-05-14 03:01:00	628
1998-05-14 03:02:00	743
1998-05-14 03:03:00	1178
1998-05-14 03:04:00	1046
1998-05-14 03:05:00	947
1998-05-14 03:06:00	1077
1998-05-14 03:07:00	925
1998-05-14 03:08:00	729
1998-05-14 03:09:00	778
1998-05-14 03:10:00	729
1998-05-14 03:11:00	840
1998-05-14 03:12:00	571
1998-05-14 03:13:00	756
1998-05-14 03:14:00	737
1998-05-14 03:15:00	824
1998-05-14 03:16:00	1089
1998-05-14 03:17:00	1010
1998-05-14 03:18:00	901
1998-05-14 03:19:00	666
1998-05-14 03:20:00	786
1998-05-14 03:21:00	819
1998-05-14 03:22:00	833
1998-05-14 03:23:00	962
1998-05-14 03:24:00	896
1998-05-14 03:25:00	1005
1998-05-14 03:26:00	1027
1998-05-14 03:27:00	844
1998-05-14 03:28:00	1130
1998-05-14 03:29:00	1040
1998-05-14 03:30:00	1007
1998-05-14 03:31:00	1059
1998-05-14 03:32:00	1095
1998-05-14 03:33:00	1274
1998-05-14 03:34:00	1027
1998-05-14 03:35:00	1206
1998-05-14 03:36:00	1025
1998-05-14 03:37:00	1168
1998-05-14 03:38:00	1131
1998-05-14 03:39:00	1043
1998-05-14 03:40:00	710
1998-05-14 03:41:00	444
1998-05-14 03:42:00	590
1998-05-14 03:43:00	611
1998-05-14 03:44:00	466
1998-05-14 03:45:00	452
1998-05-14 03:46:00	430
1998-05-14 03:47:00	507
1998-05-14 03:48:00	403
1998-05-14 03:49:00	1079
1998-05-14 03:50:00	1060
1998-05-14 03:51:00	787
1998-05-14 03:52:00	1078
1998-05-14 03:53:00	890
1998-05-14 03:54:00	986
1998-05-14 03:55:00	782
1998-05-14 03:56:00	586
1998-05-14 03:57:00	713
1998-05-14 03:58:00	848
1998-05-14 03:59:00	800
1998-05-14 04:00:00	716
1998-05-14 04:01:00	685
1998-05-14 04:02:00	997
1998-05-14 04:03:00	913
1998-05-14 04:04:00	690
1998-05-14 04:05:00	726
1998-05-14 04:06:00	753
1998-05-14 04:07:00	642
1998-05-14 04:08:00	782
1998-05-14 04:09:00	1137
1998-05-14 04:10:00	1113
1998-05-14 04:11:00	605
1998-05-14 04:12:00	493
1998-05-14 04:13:00	579
1998-05-14 04:14:00	616
1998-05-14 04:15:00	652
1998-05-14 04:16:00	541
1998-05-14 04:17:00	626
1998-05-14 04:18:00	641
1998-05-14 04:19:00	687
1998-05-14 04:20:00	627
1998-05-14 04:21:00	566
1998-05-14 04:22:00	716
1998-05-14 04:23:00	826
1998-05-14 04:24:00	942
1998-05-14 04:25:00	850
1998-05-14 04:26:00	928
1998-05-14 04:27:00	880
1998-05-14 04:28:00	968
1998-05-14 04:29:00	791
1998-05-14 04:30:00	913
1998-05-14 04:31:00	837
1998-05-14 04:32:00	824
1998-05-14 04:33:00	795
1998-05-14 04:34:00	1029
1998-05-14 04:35:00	821
1998-05-14 04:36:00	742
1998-05-14 04:37:00	901
1998-05-14 04:38:00	955
1998-05-14 04:39:00	845
1998-05-14 04:40:00	785
1998-05-14 04:41:00	702
1998-05-14 04:42:00	622
1998-05-14 04:43:00	566
1998-05-14 04:44:00	658
1998-05-14 04:45:00	649
1998-05-14 04:46:00	822
1998-05-14 04:47:00	661
1998-05-14 04:48:00	629
1998-05-14 04:49:00	468
1998-05-14 04:50:00	509
1998-05-14 04:51:00	706
1998-05-14 04:52:00	743
1998-05-14 04:53:00	477
1998-05-14 04:54:00	842
1998-05-14 04:55:00	626
1998-05-14 04:56:00	672
1998-05-14 04:57:00	632
1998-05-14 04:58:00	733
1998-05-14 04:59:00	1090
1998-05-14 05:00:00	794
1998-05-14 05:01:00	895
1998-05-14 05:02:00	859
1998-05-14 05:03:00	890
1998-05-14 05:04:00	895
1998-05-14 05:05:00	748
1998-05-14 05:06:00	854
1998-05-14 05:07:00	929
1998-05-14 05:08:00	921
1998-05-14 05:09:00	792
1998-05-14 05:10:00	404
1998-05-14 05:11:00	445
1998-05-14 05:12:00	527
1998-05-14 05:13:00	542
1998-05-14 05:14:00	765
1998-05-14 05:15:00	845
1998-05-14 05:16:00	724
1998-05-14 05:17:00	629
1998-05-14 05:18:00	850
1998-05-14 05:19:00	893
1998-05-14 05:20:00	830
1998-05-14 05:21:00	729
1998-05-14 05:22:00	720
1998-05-14 05:23:00	873
1998-05-14 05:24:00	879
1998-05-14 05:25:00	902
1998-05-14 05:26:00	871
1998-05-14 05:27:00	919
1998-05-14 05:28:00	1149
1998-05-14 05:29:00	1128
1998-05-14 05:30:00	1378
1998-05-14 05:31:00	1053
1998-05-14 05:32:00	1258
1998-05-14 05:33:00	1062
1998-05-14 05:34:00	880
1998-05-14 05:35:00	1131
1998-05-14 05:36:00	822
1998-05-14 05:37:00	806
1998-05-14 05:38:00	987
1998-05-14 05:39:00	988
1998-05-14 05:40:00	895
1998-05-14 05:41:00	702
1998-05-14 05:42:00	688
1998-05-14 05:43:00	748
1998-05-14 05:44:00	729
1998-05-14 05:45:00	830
1998-05-14 05:46:00	921
1998-05-14 05:47:00	979
1998-05-14 05:48:00	848
1998-05-14 05:49:00	846
1998-05-14 05:50:00	944
1998-05-14 05:51:00	1247
1998-05-14 05:52:00	1151
1998-05-14 05:53:00	926
1998-05-14 05:54:00	1292
1998-05-14 05:55:00	1170
1998-05-14 05:56:00	970
1998-05-14 05:57:00	671
1998-05-14 05:58:00	965
1998-05-14 05:59:00	575
1998-05-14 06:00:00	585
1998-05-14 06:01:00	721
1998-05-14 06:02:00	685
1998-05-14 06:03:00	699
1998-05-14 06:04:00	730
1998-05-14 06:05:00	862
1998-05-14 06:06:00	771
1998-05-14 06:07:00	737
1998-05-14 06:08:00	807
1998-05-14 06:09:00	815
1998-05-14 06:10:00	1031
1998-05-14 06:11:00	797
1998-05-14 06:12:00	902
1998-05-14 06:13:00	688
1998-05-14 06:14:00	1040
1998-05-14 06:15:00	1027
1998-05-14 06:16:00	895
1998-05-14 06:17:00	1187
1998-05-14 06:18:00	705
1998-05-14 06:19:00	896
1998-05-14 06:20:00	834
1998-05-14 06:21:00	816
1998-05-14 06:22:00	777
1998-05-14 06:23:00	711
1998-05-14 06:24:00	775
1998-05-14 06:25:00	887
1998-05-14 06:26:00	796
1998-05-14 06:27:00	729
1998-05-14 06:28:00	738
1998-05-14 06:29:00	847
1998-05-14 06:30:00	846
1998-05-14 06:31:00	617
1998-05-14 06:32:00	1175
1998-05-14 06:33:00	1003
1998-05-14 06:34:00	908
1998-05-14 06:35:00	1079
1998-05-14 06:36:00	1055
1998-05-14 06:37:00	1231
1998-05-14 06:38:00	1179
1998-05-14 06:39:00	1034
1998-05-14 06:40:00	1058
1998-05-14 06:41:00	1247
1998-05-14 06:42:00	1027
1998-05-14 06:43:00	1335
1998-05-14 06:44:00	1254
1998-05-14 06:45:00	1206
1998-05-14 06:46:00	1209
1998-05-14 06:47:00	1038
1998-05-14 06:48:00	1237
1998-05-14 06:49:00	1264
1998-05-14 06:50:00	1456
1998-05-14 06:51:00	1413
1998-05-14 06:52:00	1422
1998-05-14 06:53:00	1013
1998-05-14 06:54:00	1459
1998-05-14 06:55:00	1432
1998-05-14 06:56:00	1160
1998-05-14 06:57:00	1345
1998-05-14 06:58:00	1324
1998-05-14 06:59:00	1240
1998-05-14 07:00:00	1364
1998-05-14 07:01:00	1478
1998-05-14 07:02:00	1497
1998-05-14 07:03:00	1256
1998-05-14 07:04:00	1132
1998-05-14 07:05:00	1268
1998-05-14 07:06:00	1266
1998-05-14 07:07:00	1214
1998-05-14 07:08:00	690
1998-05-14 07:09:00	1152
1998-05-14 07:10:00	1490
1998-05-14 07:11:00	1252
1998-05-14 07:12:00	1290
1998-05-14 07:13:00	771
1998-05-14 07:14:00	1843
1998-05-14 07:15:00	1483
1998-05-14 07:16:00	1141
1998-05-14 07:17:00	1019
1998-05-14 07:18:00	1673
1998-05-14 07:19:00	1459
1998-05-14 07:20:00	838
1998-05-14 07:21:00	774
1998-05-14 07:22:00	820
1998-05-14 07:23:00	915
1998-05-14 07:24:00	840
1998-05-14 07:25:00	731
1998-05-14 07:26:00	967
1998-05-14 07:27:00	1812
1998-05-14 07:28:00	1488
1998-05-14 07:29:00	1357
1998-05-14 07:30:00	1525
1998-05-14 07:31:00	1561
1998-05-14 07:32:00	1601
1998-05-14 07:33:00	1653
1998-05-14 07:34:00	1612
1998-05-14 07:35:00	1564
1998-05-14 07:36:00	1436
1998-05-14 07:37:00	1310
1998-05-14 07:38:00	1302
1998-05-14 07:39:00	1527
1998-05-14 07:40:00	1598
1998-05-14 07:41:00	1684
1998-05-14 07:42:00	1649
1998-05-14 07:43:00	1797
1998-05-14 07:44:00	1671
1998-05-14 07:45:00	1422
1998-05-14 07:46:00	1505
1998-05-14 07:47:00	1771
1998-05-14 07:48:00	801
1998-05-14 07:49:00	926
1998-05-14 07:50:00	963
1998-05-14 07:51:00	904
1998-05-14 07:52:00	954
1998-05-14 07:53:00	928
1998-05-14 07:54:00	1041
1998-05-14 07:55:00	1129
1998-05-14 07:56:00	1062
1998-05-14 07:57:00	911
1998-05-14 07:58:00	798
1998-05-14 07:59:00	1260
1998-05-14 08:00:00	1477
1998-05-14 08:01:00	1311
1998-05-14 08:02:00	1084
