Time	Requests
1998-06-20 00:00:00	12794
1998-06-20 00:01:00	12696
1998-06-20 00:02:00	12793
1998-06-20 00:03:00	12721
1998-06-20 00:04:00	12932
1998-06-20 00:05:00	12133
1998-06-20 00:06:00	12481
1998-06-20 00:07:00	12836
1998-06-20 00:08:00	12944
1998-06-20 00:09:00	13554
1998-06-20 00:10:00	13437
1998-06-20 00:11:00	14074
1998-06-20 00:12:00	13571
1998-06-20 00:13:00	12282
1998-06-20 00:14:00	12216
1998-06-20 00:15:00	12835
1998-06-20 00:16:00	12207
1998-06-20 00:17:00	12079
1998-06-20 00:18:00	11981
1998-06-20 00:19:00	12677
1998-06-20 00:20:00	13236
1998-06-20 00:21:00	13547
1998-06-20 00:22:00	12496
1998-06-20 00:23:00	13289
1998-06-20 00:24:00	12880
1998-06-20 00:25:00	12989
1998-06-20 00:26:00	12405
1998-06-20 00:27:00	12942
1998-06-20 00:28:00	13152
1998-06-20 00:29:00	13409
1998-06-20 00:30:00	13695
1998-06-20 00:31:00	12829
1998-06-20 00:32:00	13263
1998-06-20 00:33:00	13079
1998-06-20 00:34:00	12743
1998-06-20 00:35:00	12580
1998-06-20 00:36:00	12308
1998-06-20 00:37:00	11713
1998-06-20 00:38:00	12135
1998-06-20 00:39:00	12308
1998-06-20 00:40:00	12993
1998-06-20 00:41:00	12766
1998-06-20 00:42:00	12925
1998-06-20 00:43:00	11718
1998-06-20 00:44:00	12050
1998-06-20 00:45:00	12106
1998-06-20 00:46:00	11751
1998-06-20 00:47:00	12438
1998-06-20 00:48:00	12715
1998-06-20 00:49:00	12354
1998-06-20 00:50:00	12596
1998-06-20 00:51:00	12225
1998-06-20 00:52:00	11500
1998-06-20 00:53:00	11014
1998-06-20 00:54:00	11762
1998-06-20 00:55:00	11697
1998-06-20 00:56:00	11516
1998-06-20 00:57:00	10989
1998-06-20 00:58:00	11955
1998-06-20 00:59:00	12114
1998-06-20 01:00:00	12203
1998-06-20 01:01:00	12138
1998-06-20 01:02:00	12075
1998-06-20 01:03:00	12877
1998-06-20 01:04:00	12857
1998-06-20 01:05:00	13078
1998-06-20 01:06:00	13672
1998-06-20 01:07:00	13623
1998-06-20 01:08:00	12793
1998-06-20 01:09:00	12278
1998-06-20 01:10:00	12232
1998-06-20 01:11:00	12094
1998-06-20 01:12:00	12132
1998-06-20 01:13:00	12942
1998-06-20 01:14:00	12842
1998-06-20 01:15:00	12551
1998-06-20 01:16:00	12052
1998-06-20 01:17:00	11314
1998-06-20 01:18:00	11985
1998-06-20 01:19:00	13471
1998-06-20 01:20:00	13095
1998-06-20 01:21:00	12750
1998-06-20 01:22:00	12763
1998-06-20 01:23:00	12739
1998-06-20 01:24:00	12984
1998-06-20 01:25:00	12489
1998-06-20 01:26:00	12100
1998-06-20 01:27:00	12486
1998-06-20 01:28:00	12454
1998-06-20 01:29:00	12585
1998-06-20 01:30:00	11827
1998-06-20 01:31:00	11077
1998-06-20 01:32:00	11400
1998-06-20 01:33:00	12422
1998-06-20 01:34:00	12339
1998-06-20 01:35:00	11609
1998-06-20 01:36:00	12013
1998-06-20 01:37:00	11584
1998-06-20 01:38:00	11600
1998-06-20 01:39:00	11618
1998-06-20 01:40:00	12004
1998-06-20 01:41:00	12677
1998-06-20 01:42:00	11927
1998-06-20 01:43:00	12335
1998-06-20 01:44:00	12217
1998-06-20 01:45:00	12477
1998-06-20 01:46:00	12213
1998-06-20 01:47:00	11491
1998-06-20 01:48:00	12015
1998-06-20 01:49:00	11674
1998-06-20 01:50:00	11925
1998-06-20 01:51:00	11710
1998-06-20 01:52:00	11671
1998-06-20 01:53:00	12162
1998-06-20 01:54:00	12852
1998-06-20 01:55:00	12527
1998-06-20 01:56:00	12778
1998-06-20 01:57:00	12432
1998-06-20 01:58:00	12108
1998-06-20 01:59:00	12804
1998-06-20 02:00:00	12002
1998-06-20 02:01:00	12140
1998-06-20 02:02:00	12523
1998-06-20 02:03:00	12417
1998-06-20 02:04:00	11642
1998-06-20 02:05:00	11305
1998-06-20 02:06:00	11271
1998-06-20 02:07:00	11870
1998-06-20 02:08:00	12000
1998-06-20 02:09:00	11407
1998-06-20 02:10:00	12173
1998-06-20 02:11:00	12438
1998-06-20 02:12:00	11472
1998-06-20 02:13:00	11921
1998-06-20 02:14:00	12046
1998-06-20 02:15:00	12031
1998-06-20 02:16:00	10896
1998-06-20 02:17:00	10813
1998-06-20 02:18:00	10617
1998-06-20 02:19:00	10893
1998-06-20 02:20:00	10248
1998-06-20 02:21:00	11601
1998-06-20 02:22:00	12062
1998-06-20 02:23:00	11805
1998-06-20 02:24:00	11843
1998-06-20 02:25:00	10989
