Time	Requests
1998-07-06 00:00:00	6887
1998-07-06 00:01:00	7072
1998-07-06 00:02:00	7483
1998-07-06 00:03:00	8027
1998-07-06 00:04:00	7488
1998-07-06 00:05:00	6995
1998-07-06 00:06:00	7697
1998-07-06 00:07:00	7372
1998-07-06 00:08:00	6754
1998-07-06 00:09:00	6722
1998-07-06 00:10:00	7141
1998-07-06 00:11:00	7006
1998-07-06 00:12:00	6837
1998-07-06 00:13:00	7701
1998-07-06 00:14:00	7914
1998-07-06 00:15:00	7623
1998-07-06 00:16:00	7679
1998-07-06 00:17:00	7202
1998-07-06 00:18:00	7738
1998-07-06 00:19:00	7118
1998-07-06 00:20:00	7869
1998-07-06 00:21:00	6935
1998-07-06 00:22:00	6409
1998-07-06 00:23:00	6583
1998-07-06 00:24:00	7257
1998-07-06 00:25:00	7327
1998-07-06 00:26:00	7453
1998-07-06 00:27:00	7554
1998-07-06 00:28:00	7476
1998-07-06 00:29:00	7450
1998-07-06 00:30:00	7691
1998-07-06 00:31:00	8104
1998-07-06 00:32:00	7763
1998-07-06 00:33:00	7489
1998-07-06 00:34:00	7670
1998-07-06 00:35:00	8556
1998-07-06 00:36:00	7146
1998-07-06 00:37:00	6717
1998-07-06 00:38:00	7739
1998-07-06 00:39:00	7073
1998-07-06 00:40:00	7315
1998-07-06 00:41:00	6974
1998-07-06 00:42:00	6908
1998-07-06 00:43:00	6755
1998-07-06 00:44:00	7437
1998-07-06 00:45:00	7856
1998-07-06 00:46:00	7932
1998-07-06 00:47:00	8119
1998-07-06 00:48:00	8118
1998-07-06 00:49:00	7938
1998-07-06 00:50:00	8047
1998-07-06 00:51:00	7626
1998-07-06 00:52:00	7444
1998-07-06 00:53:00	7576
1998-07-06 00:54:00	7250
1998-07-06 00:55:00	8063
1998-07-06 00:56:00	8192
1998-07-06 00:57:00	8298
1998-07-06 00:58:00	8337
1998-07-06 00:59:00	8524
1998-07-06 01:00:00	8815
1998-07-06 01:01:00	8631
1998-07-06 01:02:00	8239
1998-07-06 01:03:00	6997
1998-07-06 01:04:00	7335
1998-07-06 01:05:00	8035
1998-07-06 01:06:00	8274
1998-07-06 01:07:00	8746
1998-07-06 01:08:00	8502
1998-07-06 01:09:00	8866
1998-07-06 01:10:00	8821
1998-07-06 01:11:00	8707
1998-07-06 01:12:00	8356
1998-07-06 01:13:00	8144
1998-07-06 01:14:00	8243
1998-07-06 01:15:00	7461
1998-07-06 01:16:00	8221
1998-07-06 01:17:00	8506
1998-07-06 01:18:00	8208
1998-07-06 01:19:00	7833
1998-07-06 01:20:00	8320
1998-07-06 01:21:00	9587
1998-07-06 01:22:00	9563
1998-07-06 01:23:00	8284
1998-07-06 01:24:00	8069
1998-07-06 01:25:00	7993
1998-07-06 01:26:00	8111
1998-07-06 01:27:00	7739
1998-07-06 01:28:00	8158
1998-07-06 01:29:00	7810
1998-07-06 01:30:00	8246
1998-07-06 01:31:00	8312
1998-07-06 01:32:00	8755
1998-07-06 01:33:00	8529
1998-07-06 01:34:00	8446
1998-07-06 01:35:00	8183
1998-07-06 01:36:00	9145
1998-07-06 01:37:00	8681
1998-07-06 01:38:00	8091
1998-07-06 01:39:00	7786
1998-07-06 01:40:00	7637
1998-07-06 01:41:00	7752
1998-07-06 01:42:00	8443
1998-07-06 01:43:00	8216
1998-07-06 01:44:00	8941
1998-07-06 01:45:00	8350
1998-07-06 01:46:00	8560
1998-07-06 01:47:00	8513
1998-07-06 01:48:00	8851
1998-07-06 01:49:00	8858
1998-07-06 01:50:00	8022
1998-07-06 01:51:00	8550
1998-07-06 01:52:00	8603
1998-07-06 01:53:00	7969
1998-07-06 01:54:00	8415
1998-07-06 01:55:00	7632
1998-07-06 01:56:00	7840
1998-07-06 01:57:00	8639
1998-07-06 01:58:00	8762
1998-07-06 01:59:00	8495
1998-07-06 02:00:00	7973
1998-07-06 02:01:00	8456
1998-07-06 02:02:00	8153
1998-07-06 02:03:00	7664
1998-07-06 02:04:00	8051
1998-07-06 02:05:00	8715
1998-07-06 02:06:00	9436
1998-07-06 02:07:00	8772
1998-07-06 02:08:00	7942
1998-07-06 02:09:00	7606
1998-07-06 02:10:00	7404
1998-07-06 02:11:00	7615
1998-07-06 02:12:00	7234
1998-07-06 02:13:00	7532
1998-07-06 02:14:00	7677
1998-07-06 02:15:00	7689
1998-07-06 02:16:00	8164
1998-07-06 02:17:00	7816
1998-07-06 02:18:00	7549
1998-07-06 02:19:00	8286
1998-07-06 02:20:00	8463
1998-07-06 02:21:00	8621
1998-07-06 02:22:00	8428
1998-07-06 02:23:00	8557
1998-07-06 02:24:00	9090
1998-07-06 02:25:00	8276
1998-07-06 02:26:00	8415
1998-07-06 02:27:00	8145
1998-07-06 02:28:00	9300
1998-07-06 02:29:00	8916
1998-07-06 02:30:00	9047
1998-07-06 02:31:00	9509
1998-07-06 02:32:00	8309
1998-07-06 02:33:00	7840
1998-07-06 02:34:00	8686
1998-07-06 02:35:00	8662
1998-07-06 02:36:00	8538
1998-07-06 02:37:00	8443
1998-07-06 02:38:00	8996
1998-07-06 02:39:00	8382
1998-07-06 02:40:00	9207
1998-07-06 02:41:00	7998
1998-07-06 02:42:00	7992
1998-07-06 02:43:00	8200
1998-07-06 02:44:00	8284
1998-07-06 02:45:00	8644
1998-07-06 02:46:00	8376
1998-07-06 02:47:00	8370
1998-07-06 02:48:00	8050
1998-07-06 02:49:00	8309
1998-07-06 02:50:00	8477
1998-07-06 02:51:00	8196
1998-07-06 02:52:00	8364
1998-07-06 02:53:00	8294
1998-07-06 02:54:00	7394
1998-07-06 02:55:00	7750
1998-07-06 02:56:00	8348
1998-07-06 02:57:00	8989
1998-07-06 02:58:00	8639
1998-07-06 02:59:00	8253
1998-07-06 03:00:00	8909
1998-07-06 03:01:00	8215
1998-07-06 03:02:00	8717
1998-07-06 03:03:00	9590
1998-07-06 03:04:00	9158
1998-07-06 03:05:00	8971
1998-07-06 03:06:00	8288
1998-07-06 03:07:00	8801
1998-07-06 03:08:00	8585
1998-07-06 03:09:00	8646
1998-07-06 03:10:00	7891
1998-07-06 03:11:00	7671
1998-07-06 03:12:00	8048
1998-07-06 03:13:00	8591
1998-07-06 03:14:00	8503
1998-07-06 03:15:00	8610
1998-07-06 03:16:00	8642
1998-07-06 03:17:00	8625
1998-07-06 03:18:00	8990
1998-07-06 03:19:00	8978
1998-07-06 03:20:00	8596
1998-07-06 03:21:00	9038
1998-07-06 03:22:00	8842
1998-07-06 03:23:00	9271
1998-07-06 03:24:00	9667
1998-07-06 03:25:00	9290
1998-07-06 03:26:00	9452
1998-07-06 03:27:00	9598
1998-07-06 03:28:00	8557
1998-07-06 03:29:00	9115
1998-07-06 03:30:00	7912
1998-07-06 03:31:00	8366
1998-07-06 03:32:00	9276
1998-07-06 03:33:00	8877
1998-07-06 03:34:00	9134
1998-07-06 03:35:00	8569
1998-07-06 03:36:00	8796
1998-07-06 03:37:00	9082
1998-07-06 03:38:00	9143
1998-07-06 03:39:00	8299
1998-07-06 03:40:00	8818
1998-07-06 03:41:00	8596
1998-07-06 03:42:00	8707
1998-07-06 03:43:00	8396
1998-07-06 03:44:00	8159
1998-07-06 03:45:00	8565
1998-07-06 03:46:00	8405
1998-07-06 03:47:00	8245
1998-07-06 03:48:00	8438
1998-07-06 03:49:00	8690
1998-07-06 03:50:00	8918
1998-07-06 03:51:00	8594
1998-07-06 03:52:00	8765
1998-07-06 03:53:00	9324
1998-07-06 03:54:00	8851
1998-07-06 03:55:00	9380
1998-07-06 03:56:00	8146
1998-07-06 03:57:00	8325
1998-07-06 03:58:00	8531
1998-07-06 03:59:00	8439
1998-07-06 04:00:00	8566
1998-07-06 04:01:00	7825
1998-07-06 04:02:00	8652
1998-07-06 04:03:00	8423
1998-07-06 04:04:00	8414
1998-07-06 04:05:00	8265
1998-07-06 04:06:00	8105
1998-07-06 04:07:00	8129
1998-07-06 04:08:00	8126
1998-07-06 04:09:00	8294
1998-07-06 04:10:00	8190
1998-07-06 04:11:00	8683
1998-07-06 04:12:00	8776
1998-07-06 04:13:00	8192
1998-07-06 04:14:00	7808
1998-07-06 04:15:00	7851
1998-07-06 04:16:00	8006
1998-07-06 04:17:00	8536
1998-07-06 04:18:00	8768
1998-07-06 04:19:00	8257
1998-07-06 04:20:00	9045
1998-07-06 04:21:00	8718
1998-07-06 04:22:00	7933
1998-07-06 04:23:00	7953
1998-07-06 04:24:00	7719
1998-07-06 04:25:00	8120
1998-07-06 04:26:00	7816
1998-07-06 04:27:00	6708
1998-07-06 04:28:00	7573
1998-07-06 04:29:00	7896
1998-07-06 04:30:00	8346
1998-07-06 04:31:00	7584
1998-07-06 04:32:00	7237
1998-07-06 04:33:00	7386
1998-07-06 04:34:00	7159
1998-07-06 04:35:00	7399
1998-07-06 04:36:00	7733
1998-07-06 04:37:00	6809
1998-07-06 04:38:00	6302
1998-07-06 04:39:00	6924
1998-07-06 04:40:00	7397
1998-07-06 04:41:00	7528
1998-07-06 04:42:00	7844
1998-07-06 04:43:00	7669
1998-07-06 04:44:00	7703
1998-07-06 04:45:00	7840
1998-07-06 04:46:00	7820
1998-07-06 04:47:00	7414
1998-07-06 04:48:00	7515
1998-07-06 04:49:00	7599
1998-07-06 04:50:00	8150
1998-07-06 04:51:00	7994
1998-07-06 04:52:00	7485
1998-07-06 04:53:00	7430
1998-07-06 04:54:00	7784
1998-07-06 04:55:00	7763
1998-07-06 04:56:00	7570
1998-07-06 04:57:00	7631
1998-07-06 04:58:00	6746
1998-07-06 04:59:00	6784
1998-07-06 05:00:00	7028
1998-07-06 05:01:00	7340
1998-07-06 05:02:00	6943
1998-07-06 05:03:00	7725
1998-07-06 05:04:00	8099
1998-07-06 05:05:00	7711
1998-07-06 05:06:00	8208
1998-07-06 05:07:00	7908
1998-07-06 05:08:00	8054
1998-07-06 05:09:00	7786
1998-07-06 05:10:00	8504
1998-07-06 05:11:00	8526
1998-07-06 05:12:00	7921
1998-07-06 05:13:00	7788
1998-07-06 05:14:00	7986
1998-07-06 05:15:00	8287
1998-07-06 05:16:00	8664
1998-07-06 05:17:00	7724
1998-07-06 05:18:00	8372
1998-07-06 05:19:00	7688
1998-07-06 05:20:00	7971
1998-07-06 05:21:00	7506
1998-07-06 05:22:00	7350
1998-07-06 05:23:00	8445
1998-07-06 05:24:00	7563
1998-07-06 05:25:00	7652
1998-07-06 05:26:00	8096
1998-07-06 05:27:00	8069
1998-07-06 05:28:00	7726
1998-07-06 05:29:00	8171
1998-07-06 05:30:00	7941
1998-07-06 05:31:00	8324
1998-07-06 05:32:00	8609
1998-07-06 05:33:00	8227
1998-07-06 05:34:00	8789
1998-07-06 05:35:00	8356
1998-07-06 05:36:00	8500
1998-07-06 05:37:00	8740
1998-07-06 05:38:00	8248
1998-07-06 05:39:00	8564
1998-07-06 05:40:00	8488
1998-07-06 05:41:00	8320
1998-07-06 05:42:00	9132
1998-07-06 05:43:00	8128
1998-07-06 05:44:00	8253
1998-07-06 05:45:00	7967
1998-07-06 05:46:00	8364
1998-07-06 05:47:00	8868
