Time	Requests
1998-07-26 00:00:00	842
1998-07-26 00:01:00	730
1998-07-26 00:02:00	699
1998-07-26 00:03:00	389
1998-07-26 00:04:00	559
1998-07-26 00:05:00	667
1998-07-26 00:06:00	394
1998-07-26 00:07:00	485
1998-07-26 00:08:00	470
1998-07-26 00:09:00	463
1998-07-26 00:10:00	582
1998-07-26 00:11:00	733
1998-07-26 00:12:00	638
1998-07-26 00:13:00	526
1998-07-26 00:14:00	700
1998-07-26 00:15:00	642
1998-07-26 00:16:00	583
1998-07-26 00:17:00	606
1998-07-26 00:18:00	657
1998-07-26 00:19:00	561
1998-07-26 00:20:00	407
1998-07-26 00:21:00	696
1998-07-26 00:22:00	807
1998-07-26 00:23:00	588
1998-07-26 00:24:00	561
1998-07-26 00:25:00	473
1998-07-26 00:26:00	841
1998-07-26 00:27:00	686
1998-07-26 00:28:00	716
1998-07-26 00:29:00	760
1998-07-26 00:30:00	725
1998-07-26 00:31:00	476
1998-07-26 00:32:00	452
1998-07-26 00:33:00	583
1998-07-26 00:34:00	460
1998-07-26 00:35:00	476
1998-07-26 00:36:00	605
1998-07-26 00:37:00	651
1998-07-26 00:38:00	484
1998-07-26 00:39:00	472
1998-07-26 00:40:00	437
1998-07-26 00:41:00	654
1998-07-26 00:42:00	485
1998-07-26 00:43:00	573
1998-07-26 00:44:00	654
1998-07-26 00:45:00	784
1998-07-26 00:46:00	836
1998-07-26 00:47:00	451
1998-07-26 00:48:00	640
1998-07-26 00:49:00	597
1998-07-26 00:50:00	700
1998-07-26 00:51:00	611
1998-07-26 00:52:00	684
1998-07-26 00:53:00	543
1998-07-26 00:54:00	482
1998-07-26 00:55:00	545
1998-07-26 00:56:00	546
1998-07-26 00:57:00	752
1998-07-26 00:58:00	773
1998-07-26 00:59:00	804
1998-07-26 01:00:00	617
1998-07-26 01:01:00	509
1998-07-26 01:02:00	680
1998-07-26 01:03:00	443
1998-07-26 01:04:00	608
1998-07-26 01:05:00	584
1998-07-26 01:06:00	729
1998-07-26 01:07:00	673
1998-07-26 01:08:00	736
1998-07-26 01:09:00	438
1998-07-26 01:10:00	501
1998-07-26 01:11:00	529
1998-07-26 01:12:00	785
1998-07-26 01:13:00	709
1998-07-26 01:14:00	681
1998-07-26 01:15:00	688
1998-07-26 01:16:00	424
1998-07-26 01:17:00	726
1998-07-26 01:18:00	532
1998-07-26 01:19:00	430
1998-07-26 01:20:00	394
1998-07-26 01:21:00	572
1998-07-26 01:22:00	652
1998-07-26 01:23:00	621
1998-07-26 01:24:00	568
1998-07-26 01:25:00	512
1998-07-26 01:26:00	710
1998-07-26 01:27:00	648
1998-07-26 01:28:00	704
1998-07-26 01:29:00	844
1998-07-26 01:30:00	596
1998-07-26 01:31:00	506
1998-07-26 01:32:00	495
1998-07-26 01:33:00	429
1998-07-26 01:34:00	424
1998-07-26 01:35:00	640
1998-07-26 01:36:00	702
1998-07-26 01:37:00	644
1998-07-26 01:38:00	506
1998-07-26 01:39:00	596
1998-07-26 01:40:00	694
1998-07-26 01:41:00	588
1998-07-26 01:42:00	535
1998-07-26 01:43:00	640
1998-07-26 01:44:00	583
1998-07-26 01:45:00	634
1998-07-26 01:46:00	648
1998-07-26 01:47:00	676
1998-07-26 01:48:00	653
1998-07-26 01:49:00	569
1998-07-26 01:50:00	403
1998-07-26 01:51:00	447
1998-07-26 01:52:00	527
1998-07-26 01:53:00	589
1998-07-26 01:54:00	628
1998-07-26 01:55:00	565
1998-07-26 01:56:00	710
1998-07-26 01:57:00	504
1998-07-26 01:58:00	457
1998-07-26 01:59:00	605
1998-07-26 02:00:00	466
1998-07-26 02:01:00	459
1998-07-26 02:02:00	609
1998-07-26 02:03:00	648
