Time	Requests
1998-06-14 00:00:00	13760
1998-06-14 00:01:00	12678
1998-06-14 00:02:00	14255
1998-06-14 00:03:00	14544
1998-06-14 00:04:00	14466
1998-06-14 00:05:00	15192
1998-06-14 00:06:00	14012
1998-06-14 00:07:00	15239
1998-06-14 00:08:00	12451
1998-06-14 00:09:00	12702
1998-06-14 00:10:00	12023
1998-06-14 00:11:00	12354
1998-06-14 00:12:00	11767
1998-06-14 00:13:00	12118
1998-06-14 00:14:00	12191
1998-06-14 00:15:00	12857
1998-06-14 00:16:00	12864
1998-06-14 00:17:00	13258
1998-06-14 00:18:00	13057
1998-06-14 00:19:00	12549
1998-06-14 00:20:00	13699
1998-06-14 00:21:00	13455
1998-06-14 00:22:00	13959
1998-06-14 00:23:00	13546
1998-06-14 00:24:00	12709
1998-06-14 00:25:00	13579
1998-06-14 00:26:00	13707
1998-06-14 00:27:00	13156
1998-06-14 00:28:00	12610
1998-06-14 00:29:00	12950
1998-06-14 00:30:00	13664
1998-06-14 00:31:00	12942
1998-06-14 00:32:00	12859
1998-06-14 00:33:00	13215
1998-06-14 00:34:00	12665
1998-06-14 00:35:00	13146
1998-06-14 00:36:00	13241
1998-06-14 00:37:00	12624
1998-06-14 00:38:00	12498
1998-06-14 00:39:00	12239
1998-06-14 00:40:00	11870
1998-06-14 00:41:00	12748
1998-06-14 00:42:00	13286
1998-06-14 00:43:00	13349
1998-06-14 00:44:00	12955
1998-06-14 00:45:00	12269
1998-06-14 00:46:00	12844
1998-06-14 00:47:00	13268
1998-06-14 00:48:00	13860
1998-06-14 00:49:00	13113
1998-06-14 00:50:00	12671
1998-06-14 00:51:00	13032
1998-06-14 00:52:00	12239
1998-06-14 00:53:00	12524
1998-06-14 00:54:00	12604
1998-06-14 00:55:00	12679
1998-06-14 00:56:00	12518
1998-06-14 00:57:00	13297
1998-06-14 00:58:00	12991
1998-06-14 00:59:00	12975
1998-06-14 01:00:00	13386
1998-06-14 01:01:00	13204
1998-06-14 01:02:00	13063
1998-06-14 01:03:00	12281
1998-06-14 01:04:00	12265
1998-06-14 01:05:00	13925
1998-06-14 01:06:00	13583
1998-06-14 01:07:00	12819
1998-06-14 01:08:00	12859
1998-06-14 01:09:00	12766
1998-06-14 01:10:00	12380
1998-06-14 01:11:00	13208
1998-06-14 01:12:00	12699
1998-06-14 01:13:00	13190
1998-06-14 01:14:00	12095
1998-06-14 01:15:00	12499
1998-06-14 01:16:00	12817
1998-06-14 01:17:00	12921
1998-06-14 01:18:00	12320
