Time	Requests
1998-07-20 00:00:00	1127
1998-07-20 00:01:00	1209
1998-07-20 00:02:00	1057
1998-07-20 00:03:00	981
1998-07-20 00:04:00	1187
1998-07-20 00:05:00	923
1998-07-20 00:06:00	897
1998-07-20 00:07:00	870
1998-07-20 00:08:00	1082
1998-07-20 00:09:00	1269
1998-07-20 00:10:00	1220
1998-07-20 00:11:00	1310
1998-07-20 00:12:00	1119
1998-07-20 00:13:00	1416
1998-07-20 00:14:00	1119
1998-07-20 00:15:00	1277
1998-07-20 00:16:00	1244
1998-07-20 00:17:00	1532
1998-07-20 00:18:00	1324
1998-07-20 00:19:00	1239
1998-07-20 00:20:00	1229
1998-07-20 00:21:00	1121
1998-07-20 00:22:00	1171
1998-07-20 00:23:00	1458
1998-07-20 00:24:00	1539
1998-07-20 00:25:00	1345
1998-07-20 00:26:00	1399
1998-07-20 00:27:00	1395
1998-07-20 00:28:00	1431
1998-07-20 00:29:00	1351
1998-07-20 00:30:00	1200
1998-07-20 00:31:00	1189
1998-07-20 00:32:00	1129
1998-07-20 00:33:00	1264
1998-07-20 00:34:00	1100
1998-07-20 00:35:00	1408
1998-07-20 00:36:00	1209
1998-07-20 00:37:00	1370
1998-07-20 00:38:00	1543
1998-07-20 00:39:00	1523
1998-07-20 00:40:00	1367
1998-07-20 00:41:00	1432
1998-07-20 00:42:00	1280
1998-07-20 00:43:00	1330
1998-07-20 00:44:00	1352
1998-07-20 00:45:00	1487
1998-07-20 00:46:00	1566
1998-07-20 00:47:00	1701
1998-07-20 00:48:00	1474
1998-07-20 00:49:00	1480
1998-07-20 00:50:00	1486
1998-07-20 00:51:00	1322
1998-07-20 00:52:00	1475
1998-07-20 00:53:00	1522
1998-07-20 00:54:00	1589
1998-07-20 00:55:00	1384
1998-07-20 00:56:00	1117
1998-07-20 00:57:00	1160
1998-07-20 00:58:00	1332
1998-07-20 00:59:00	1320
1998-07-20 01:00:00	1189
1998-07-20 01:01:00	1280
1998-07-20 01:02:00	1315
1998-07-20 01:03:00	1087
1998-07-20 01:04:00	1156
1998-07-20 01:05:00	1062
1998-07-20 01:06:00	1166
1998-07-20 01:07:00	1127
1998-07-20 01:08:00	1400
1998-07-20 01:09:00	1115
1998-07-20 01:10:00	1073
1998-07-20 01:11:00	941
1998-07-20 01:12:00	1185
1998-07-20 01:13:00	1112
1998-07-20 01:14:00	1309
1998-07-20 01:15:00	1133
1998-07-20 01:16:00	1252
1998-07-20 01:17:00	1347
1998-07-20 01:18:00	1189
1998-07-20 01:19:00	1104
1998-07-20 01:20:00	1300
1998-07-20 01:21:00	1234
1998-07-20 01:22:00	1227
1998-07-20 01:23:00	1021
1998-07-20 01:24:00	1202
1998-07-20 01:25:00	1068
1998-07-20 01:26:00	1050
1998-07-20 01:27:00	1054
1998-07-20 01:28:00	1100
1998-07-20 01:29:00	1138
1998-07-20 01:30:00	1116
1998-07-20 01:31:00	1076
1998-07-20 01:32:00	1049
1998-07-20 01:33:00	1223
1998-07-20 01:34:00	1155
1998-07-20 01:35:00	1122
1998-07-20 01:36:00	984
1998-07-20 01:37:00	1190
1998-07-20 01:38:00	1218
1998-07-20 01:39:00	1234
1998-07-20 01:40:00	1267
1998-07-20 01:41:00	1147
1998-07-20 01:42:00	1308
1998-07-20 01:43:00	1277
1998-07-20 01:44:00	1264
1998-07-20 01:45:00	1502
1998-07-20 01:46:00	1303
1998-07-20 01:47:00	1393
1998-07-20 01:48:00	1428
1998-07-20 01:49:00	1360
1998-07-20 01:50:00	1414
1998-07-20 01:51:00	1520
1998-07-20 01:52:00	1245
1998-07-20 01:53:00	1164
1998-07-20 01:54:00	1282
1998-07-20 01:55:00	1068
1998-07-20 01:56:00	1212
1998-07-20 01:57:00	1121
1998-07-20 01:58:00	1320
1998-07-20 01:59:00	1380
1998-07-20 02:00:00	1567
1998-07-20 02:01:00	1783
1998-07-20 02:02:00	1745
1998-07-20 02:03:00	1492
1998-07-20 02:04:00	1752
1998-07-20 02:05:00	1614
1998-07-20 02:06:00	1653
1998-07-20 02:07:00	1555
1998-07-20 02:08:00	1327
1998-07-20 02:09:00	1563
1998-07-20 02:10:00	1583
1998-07-20 02:11:00	1645
1998-07-20 02:12:00	1487
1998-07-20 02:13:00	1832
1998-07-20 02:14:00	1615
1998-07-20 02:15:00	1458
1998-07-20 02:16:00	1464
1998-07-20 02:17:00	1625
1998-07-20 02:18:00	1660
1998-07-20 02:19:00	1528
1998-07-20 02:20:00	1650
1998-07-20 02:21:00	1695
1998-07-20 02:22:00	1496
1998-07-20 02:23:00	1487
1998-07-20 02:24:00	1355
1998-07-20 02:25:00	1502
1998-07-20 02:26:00	1529
1998-07-20 02:27:00	1687
1998-07-20 02:28:00	1478
1998-07-20 02:29:00	1641
1998-07-20 02:30:00	1337
1998-07-20 02:31:00	1244
1998-07-20 02:32:00	1235
1998-07-20 02:33:00	1481
1998-07-20 02:34:00	1535
1998-07-20 02:35:00	1408
1998-07-20 02:36:00	1168
1998-07-20 02:37:00	1346
1998-07-20 02:38:00	1161
1998-07-20 02:39:00	1263
1998-07-20 02:40:00	1403
1998-07-20 02:41:00	1630
1998-07-20 02:42:00	1853
1998-07-20 02:43:00	1626
1998-07-20 02:44:00	1718
1998-07-20 02:45:00	1386
1998-07-20 02:46:00	1311
1998-07-20 02:47:00	1404
1998-07-20 02:48:00	1261
1998-07-20 02:49:00	1301
1998-07-20 02:50:00	1394
1998-07-20 02:51:00	1195
1998-07-20 02:52:00	1167
1998-07-20 02:53:00	1296
1998-07-20 02:54:00	1671
1998-07-20 02:55:00	1150
1998-07-20 02:56:00	1277
1998-07-20 02:57:00	1207
1998-07-20 02:58:00	1188
1998-07-20 02:59:00	1180
1998-07-20 03:00:00	1424
1998-07-20 03:01:00	1447
1998-07-20 03:02:00	1528
1998-07-20 03:03:00	1320
1998-07-20 03:04:00	1353
1998-07-20 03:05:00	1178
1998-07-20 03:06:00	1150
1998-07-20 03:07:00	1167
1998-07-20 03:08:00	1500
1998-07-20 03:09:00	1478
1998-07-20 03:10:00	1249
1998-07-20 03:11:00	1172
1998-07-20 03:12:00	1178
1998-07-20 03:13:00	1343
1998-07-20 03:14:00	1429
1998-07-20 03:15:00	1385
1998-07-20 03:16:00	1343
1998-07-20 03:17:00	1096
1998-07-20 03:18:00	1347
1998-07-20 03:19:00	1268
1998-07-20 03:20:00	1239
1998-07-20 03:21:00	1556
1998-07-20 03:22:00	1723
1998-07-20 03:23:00	1258
1998-07-20 03:24:00	1092
1998-07-20 03:25:00	1118
1998-07-20 03:26:00	1206
1998-07-20 03:27:00	1497
1998-07-20 03:28:00	1495
1998-07-20 03:29:00	1174
1998-07-20 03:30:00	1390
1998-07-20 03:31:00	1272
1998-07-20 03:32:00	1180
1998-07-20 03:33:00	1285
1998-07-20 03:34:00	1178
1998-07-20 03:35:00	1419
1998-07-20 03:36:00	1536
1998-07-20 03:37:00	1318
1998-07-20 03:38:00	1245
1998-07-20 03:39:00	1267
1998-07-20 03:40:00	1258
1998-07-20 03:41:00	1202
1998-07-20 03:42:00	1331
1998-07-20 03:43:00	1381
1998-07-20 03:44:00	1455
1998-07-20 03:45:00	1513
1998-07-20 03:46:00	1591
1998-07-20 03:47:00	1374
1998-07-20 03:48:00	1173
1998-07-20 03:49:00	1326
1998-07-20 03:50:00	1416
1998-07-20 03:51:00	1209
1998-07-20 03:52:00	1304
1998-07-20 03:53:00	1518
1998-07-20 03:54:00	1418
1998-07-20 03:55:00	1393
1998-07-20 03:56:00	1263
1998-07-20 03:57:00	1245
1998-07-20 03:58:00	1167
1998-07-20 03:59:00	1150
1998-07-20 04:00:00	993
1998-07-20 04:01:00	1287
1998-07-20 04:02:00	1305
1998-07-20 04:03:00	1415
1998-07-20 04:04:00	1311
1998-07-20 04:05:00	1117
1998-07-20 04:06:00	1308
1998-07-20 04:07:00	1306
1998-07-20 04:08:00	1869
1998-07-20 04:09:00	1900
1998-07-20 04:10:00	1520
1998-07-20 04:11:00	1738
1998-07-20 04:12:00	1678
1998-07-20 04:13:00	1459
1998-07-20 04:14:00	1457
1998-07-20 04:15:00	1214
1998-07-20 04:16:00	1026
1998-07-20 04:17:00	1230
1998-07-20 04:18:00	1200
1998-07-20 04:19:00	1536
1998-07-20 04:20:00	1323
1998-07-20 04:21:00	1356
1998-07-20 04:22:00	1366
1998-07-20 04:23:00	1443
1998-07-20 04:24:00	1651
1998-07-20 04:25:00	1501
1998-07-20 04:26:00	1215
1998-07-20 04:27:00	1128
1998-07-20 04:28:00	1264
1998-07-20 04:29:00	1370
1998-07-20 04:30:00	1299
1998-07-20 04:31:00	1058
1998-07-20 04:32:00	1261
1998-07-20 04:33:00	1190
1998-07-20 04:34:00	1255
1998-07-20 04:35:00	1135
1998-07-20 04:36:00	1226
1998-07-20 04:37:00	1243
1998-07-20 04:38:00	1133
1998-07-20 04:39:00	1303
1998-07-20 04:40:00	1252
1998-07-20 04:41:00	1160
1998-07-20 04:42:00	1362
1998-07-20 04:43:00	1600
1998-07-20 04:44:00	1348
1998-07-20 04:45:00	1417
1998-07-20 04:46:00	1326
1998-07-20 04:47:00	1324
1998-07-20 04:48:00	1286
1998-07-20 04:49:00	1395
1998-07-20 04:50:00	1199
1998-07-20 04:51:00	1333
1998-07-20 04:52:00	1345
1998-07-20 04:53:00	1233
1998-07-20 04:54:00	1063
1998-07-20 04:55:00	1039
1998-07-20 04:56:00	1119
1998-07-20 04:57:00	1161
1998-07-20 04:58:00	1237
1998-07-20 04:59:00	1161
1998-07-20 05:00:00	1261
1998-07-20 05:01:00	1236
1998-07-20 05:02:00	1277
1998-07-20 05:03:00	1221
1998-07-20 05:04:00	1289
1998-07-20 05:05:00	1242
1998-07-20 05:06:00	1289
1998-07-20 05:07:00	1375
1998-07-20 05:08:00	1448
1998-07-20 05:09:00	1261
1998-07-20 05:10:00	1438
1998-07-20 05:11:00	1318
1998-07-20 05:12:00	1537
1998-07-20 05:13:00	1398
1998-07-20 05:14:00	1341
1998-07-20 05:15:00	1306
1998-07-20 05:16:00	1298
1998-07-20 05:17:00	1487
1998-07-20 05:18:00	1199
1998-07-20 05:19:00	1220
1998-07-20 05:20:00	1213
1998-07-20 05:21:00	1220
1998-07-20 05:22:00	1323
1998-07-20 05:23:00	1198
1998-07-20 05:24:00	1350
1998-07-20 05:25:00	1312
1998-07-20 05:26:00	1336
1998-07-20 05:27:00	1103
1998-07-20 05:28:00	947
1998-07-20 05:29:00	1110
1998-07-20 05:30:00	1250
1998-07-20 05:31:00	1156
1998-07-20 05:32:00	1316
1998-07-20 05:33:00	1300
1998-07-20 05:34:00	1140
1998-07-20 05:35:00	1313
1998-07-20 05:36:00	1169
1998-07-20 05:37:00	1114
1998-07-20 05:38:00	1167
1998-07-20 05:39:00	1000
1998-07-20 05:40:00	949
1998-07-20 05:41:00	1208
1998-07-20 05:42:00	1257
1998-07-20 05:43:00	1179
1998-07-20 05:44:00	1166
1998-07-20 05:45:00	1105
1998-07-20 05:46:00	1327
1998-07-20 05:47:00	1430
1998-07-20 05:48:00	1430
1998-07-20 05:49:00	1364
1998-07-20 05:50:00	1525
1998-07-20 05:51:00	1576
1998-07-20 05:52:00	1561
1998-07-20 05:53:00	1635
1998-07-20 05:54:00	1621
1998-07-20 05:55:00	1756
1998-07-20 05:56:00	1848
1998-07-20 05:57:00	1622
1998-07-20 05:58:00	1452
1998-07-20 05:59:00	1819
1998-07-20 06:00:00	1662
1998-07-20 06:01:00	1686
1998-07-20 06:02:00	1824
1998-07-20 06:03:00	1742
1998-07-20 06:04:00	1772
1998-07-20 06:05:00	1431
1998-07-20 06:06:00	1366
1998-07-20 06:07:00	1392
1998-07-20 06:08:00	1363
1998-07-20 06:09:00	1507
1998-07-20 06:10:00	1584
1998-07-20 06:11:00	1887
1998-07-20 06:12:00	1388
1998-07-20 06:13:00	1568
1998-07-20 06:14:00	1662
1998-07-20 06:15:00	1808
1998-07-20 06:16:00	1651
1998-07-20 06:17:00	1646
1998-07-20 06:18:00	1360
1998-07-20 06:19:00	1421
1998-07-20 06:20:00	1163
1998-07-20 06:21:00	1372
1998-07-20 06:22:00	1416
1998-07-20 06:23:00	1579
1998-07-20 06:24:00	1687
1998-07-20 06:25:00	1820
1998-07-20 06:26:00	1784
1998-07-20 06:27:00	1723
1998-07-20 06:28:00	1400
1998-07-20 06:29:00	1357
1998-07-20 06:30:00	1467
1998-07-20 06:31:00	1345
1998-07-20 06:32:00	1270
1998-07-20 06:33:00	1145
1998-07-20 06:34:00	1095
1998-07-20 06:35:00	1430
1998-07-20 06:36:00	1430
1998-07-20 06:37:00	1791
1998-07-20 06:38:00	1705
1998-07-20 06:39:00	1636
1998-07-20 06:40:00	1501
1998-07-20 06:41:00	1434
1998-07-20 06:42:00	1701
1998-07-20 06:43:00	1451
1998-07-20 06:44:00	1842
1998-07-20 06:45:00	1766
1998-07-20 06:46:00	1778
1998-07-20 06:47:00	1697
1998-07-20 06:48:00	1640
1998-07-20 06:49:00	1581
1998-07-20 06:50:00	1725
1998-07-20 06:51:00	1790
1998-07-20 06:52:00	1725
1998-07-20 06:53:00	1793
1998-07-20 06:54:00	1748
1998-07-20 06:55:00	1628
1998-07-20 06:56:00	1597
1998-07-20 06:57:00	1567
1998-07-20 06:58:00	1738
1998-07-20 06:59:00	1687
1998-07-20 07:00:00	1958
1998-07-20 07:01:00	2191
1998-07-20 07:02:00	2123
1998-07-20 07:03:00	2088
1998-07-20 07:04:00	1917
1998-07-20 07:05:00	2057
1998-07-20 07:06:00	2364
1998-07-20 07:07:00	2094
1998-07-20 07:08:00	2100
1998-07-20 07:09:00	1850
1998-07-20 07:10:00	1778
1998-07-20 07:11:00	1871
1998-07-20 07:12:00	1591
1998-07-20 07:13:00	1681
1998-07-20 07:14:00	1931
1998-07-20 07:15:00	1577
1998-07-20 07:16:00	1876
1998-07-20 07:17:00	1624
1998-07-20 07:18:00	2129
1998-07-20 07:19:00	1699
1998-07-20 07:20:00	1688
1998-07-20 07:21:00	1809
1998-07-20 07:22:00	2094
1998-07-20 07:23:00	2130
1998-07-20 07:24:00	2231
1998-07-20 07:25:00	2218
1998-07-20 07:26:00	1964
1998-07-20 07:27:00	1799
1998-07-20 07:28:00	1676
1998-07-20 07:29:00	1823
1998-07-20 07:30:00	1917
1998-07-20 07:31:00	1784
1998-07-20 07:32:00	1996
1998-07-20 07:33:00	2023
1998-07-20 07:34:00	2047
1998-07-20 07:35:00	1809
1998-07-20 07:36:00	1576
1998-07-20 07:37:00	1584
1998-07-20 07:38:00	1688
1998-07-20 07:39:00	1833
1998-07-20 07:40:00	1950
1998-07-20 07:41:00	2170
1998-07-20 07:42:00	2055
1998-07-20 07:43:00	2152
1998-07-20 07:44:00	1970
1998-07-20 07:45:00	1858
1998-07-20 07:46:00	1939
1998-07-20 07:47:00	1869
1998-07-20 07:48:00	1880
1998-07-20 07:49:00	1596
1998-07-20 07:50:00	1762
1998-07-20 07:51:00	1675
1998-07-20 07:52:00	1463
1998-07-20 07:53:00	1712
1998-07-20 07:54:00	2001
1998-07-20 07:55:00	1499
1998-07-20 07:56:00	1622
1998-07-20 07:57:00	1894
1998-07-20 07:58:00	2164
1998-07-20 07:59:00	1923
1998-07-20 08:00:00	2016
1998-07-20 08:01:00	2065
1998-07-20 08:02:00	2076
1998-07-20 08:03:00	1737
1998-07-20 08:04:00	2093
1998-07-20 08:05:00	1947
1998-07-20 08:06:00	2028
1998-07-20 08:07:00	1749
1998-07-20 08:08:00	1827
1998-07-20 08:09:00	1802
1998-07-20 08:10:00	1957
1998-07-20 08:11:00	1913
1998-07-20 08:12:00	1966
1998-07-20 08:13:00	1792
1998-07-20 08:14:00	1791
1998-07-20 08:15:00	1903
1998-07-20 08:16:00	1630
1998-07-20 08:17:00	1540
1998-07-20 08:18:00	1476
1998-07-20 08:19:00	1709
1998-07-20 08:20:00	1894
1998-07-20 08:21:00	1639
1998-07-20 08:22:00	1847
1998-07-20 08:23:00	1489
1998-07-20 08:24:00	1470
1998-07-20 08:25:00	1512
1998-07-20 08:26:00	1882
1998-07-20 08:27:00	1889
1998-07-20 08:28:00	1903
1998-07-20 08:29:00	1718
1998-07-20 08:30:00	1859
1998-07-20 08:31:00	1757
1998-07-20 08:32:00	1984
1998-07-20 08:33:00	1940
1998-07-20 08:34:00	2224
1998-07-20 08:35:00	2188
1998-07-20 08:36:00	2151
1998-07-20 08:37:00	2008
1998-07-20 08:38:00	2119
1998-07-20 08:39:00	1962
1998-07-20 08:40:00	2117
1998-07-20 08:41:00	2082
1998-07-20 08:42:00	1834
1998-07-20 08:43:00	1867
1998-07-20 08:44:00	1928
1998-07-20 08:45:00	1853
1998-07-20 08:46:00	2085
1998-07-20 08:47:00	2147
1998-07-20 08:48:00	2084
1998-07-20 08:49:00	1811
1998-07-20 08:50:00	1771
1998-07-20 08:51:00	2142
1998-07-20 08:52:00	2001
1998-07-20 08:53:00	2050
1998-07-20 08:54:00	2052
1998-07-20 08:55:00	2087
1998-07-20 08:56:00	2103
1998-07-20 08:57:00	2101
1998-07-20 08:58:00	1847
1998-07-20 08:59:00	1823
1998-07-20 09:00:00	1939
1998-07-20 09:01:00	2009
1998-07-20 09:02:00	2017
1998-07-20 09:03:00	1897
1998-07-20 09:04:00	1886
1998-07-20 09:05:00	1596
1998-07-20 09:06:00	1681
1998-07-20 09:07:00	1889
1998-07-20 09:08:00	2007
1998-07-20 09:09:00	1872
1998-07-20 09:10:00	1673
1998-07-20 09:11:00	1785
1998-07-20 09:12:00	1527
1998-07-20 09:13:00	1563
1998-07-20 09:14:00	1964
1998-07-20 09:15:00	1986
1998-07-20 09:16:00	2008
1998-07-20 09:17:00	1845
1998-07-20 09:18:00	2075
1998-07-20 09:19:00	2125
1998-07-20 09:20:00	2279
1998-07-20 09:21:00	2552
1998-07-20 09:22:00	2110
1998-07-20 09:23:00	2251
1998-07-20 09:24:00	2109
1998-07-20 09:25:00	2194
1998-07-20 09:26:00	2409
1998-07-20 09:27:00	2370
1998-07-20 09:28:00	2122
1998-07-20 09:29:00	2095
1998-07-20 09:30:00	2167
1998-07-20 09:31:00	2259
1998-07-20 09:32:00	2330
1998-07-20 09:33:00	2424
1998-07-20 09:34:00	2472
1998-07-20 09:35:00	2380
1998-07-20 09:36:00	2052
1998-07-20 09:37:00	1751
1998-07-20 09:38:00	1837
1998-07-20 09:39:00	2151
1998-07-20 09:40:00	1815
1998-07-20 09:41:00	1890
1998-07-20 09:42:00	1670
1998-07-20 09:43:00	2199
1998-07-20 09:44:00	1920
1998-07-20 09:45:00	2020
1998-07-20 09:46:00	2114
1998-07-20 09:47:00	2191
1998-07-20 09:48:00	2341
1998-07-20 09:49:00	1934
1998-07-20 09:50:00	1808
1998-07-20 09:51:00	1753
1998-07-20 09:52:00	2090
1998-07-20 09:53:00	1974
1998-07-20 09:54:00	2115
1998-07-20 09:55:00	1927
1998-07-20 09:56:00	2033
1998-07-20 09:57:00	1989
1998-07-20 09:58:00	1814
1998-07-20 09:59:00	1933
1998-07-20 10:00:00	1688
1998-07-20 10:01:00	1727
1998-07-20 10:02:00	1754
1998-07-20 10:03:00	1707
1998-07-20 10:04:00	1639
1998-07-20 10:05:00	1662
1998-07-20 10:06:00	2085
1998-07-20 10:07:00	1942
1998-07-20 10:08:00	2032
1998-07-20 10:09:00	1937
1998-07-20 10:10:00	2032
1998-07-20 10:11:00	1925
1998-07-20 10:12:00	1957
1998-07-20 10:13:00	1814
1998-07-20 10:14:00	1912
1998-07-20 10:15:00	2031
1998-07-20 10:16:00	1881
1998-07-20 10:17:00	1927
1998-07-20 10:18:00	1955
1998-07-20 10:19:00	1941
1998-07-20 10:20:00	1984
