Time	Requests
1998-06-25 00:00:00	20295
1998-06-25 00:01:00	20836
1998-06-25 00:02:00	20795
1998-06-25 00:03:00	20344
1998-06-25 00:04:00	21850
1998-06-25 00:05:00	21429
1998-06-25 00:06:00	21638
1998-06-25 00:07:00	21079
1998-06-25 00:08:00	21543
1998-06-25 00:09:00	21618
1998-06-25 00:10:00	22154
1998-06-25 00:11:00	21168
1998-06-25 00:12:00	21702
1998-06-25 00:13:00	21662
1998-06-25 00:14:00	21974
1998-06-25 00:15:00	22660
1998-06-25 00:16:00	21881
1998-06-25 00:17:00	20941
1998-06-25 00:18:00	21792
1998-06-25 00:19:00	21539
1998-06-25 00:20:00	19735
1998-06-25 00:21:00	20222
1998-06-25 00:22:00	21023
1998-06-25 00:23:00	22015
1998-06-25 00:24:00	22348
1998-06-25 00:25:00	20852
1998-06-25 00:26:00	19626
1998-06-25 00:27:00	19925
1998-06-25 00:28:00	20293
1998-06-25 00:29:00	20586
1998-06-25 00:30:00	20714
1998-06-25 00:31:00	21042
1998-06-25 00:32:00	20649
1998-06-25 00:33:00	20295
1998-06-25 00:34:00	20838
1998-06-25 00:35:00	20752
1998-06-25 00:36:00	21034
1998-06-25 00:37:00	22397
1998-06-25 00:38:00	21241
1998-06-25 00:39:00	20269
1998-06-25 00:40:00	19861
1998-06-25 00:41:00	20006
1998-06-25 00:42:00	20747
1998-06-25 00:43:00	20246
1998-06-25 00:44:00	21838
1998-06-25 00:45:00	21840
1998-06-25 00:46:00	20943
1998-06-25 00:47:00	21618
1998-06-25 00:48:00	21673
1998-06-25 00:49:00	20908
1998-06-25 00:50:00	21358
1998-06-25 00:51:00	19576
1998-06-25 00:52:00	19330
1998-06-25 00:53:00	20364
1998-06-25 00:54:00	20306
1998-06-25 00:55:00	19312
1998-06-25 00:56:00	19321
1998-06-25 00:57:00	19518
1998-06-25 00:58:00	19985
1998-06-25 00:59:00	19527
1998-06-25 01:00:00	19406
1998-06-25 01:01:00	19486
1998-06-25 01:02:00	20953
1998-06-25 01:03:00	20473
1998-06-25 01:04:00	20730
1998-06-25 01:05:00	21069
1998-06-25 01:06:00	21045
1998-06-25 01:07:00	20929
1998-06-25 01:08:00	20487
1998-06-25 01:09:00	20019
1998-06-25 01:10:00	20171
1998-06-25 01:11:00	20107
1998-06-25 01:12:00	20642
1998-06-25 01:13:00	19800
1998-06-25 01:14:00	20719
1998-06-25 01:15:00	20409
1998-06-25 01:16:00	19282
1998-06-25 01:17:00	20232
1998-06-25 01:18:00	20099
1998-06-25 01:19:00	19028
