Time	Requests
1998-07-05 00:00:00	10639
1998-07-05 00:01:00	10999
1998-07-05 00:02:00	11428
1998-07-05 00:03:00	10315
1998-07-05 00:04:00	11045
1998-07-05 00:05:00	10622
1998-07-05 00:06:00	10400
1998-07-05 00:07:00	10879
1998-07-05 00:08:00	10293
1998-07-05 00:09:00	10355
1998-07-05 00:10:00	10783
1998-07-05 00:11:00	9916
1998-07-05 00:12:00	10544
1998-07-05 00:13:00	11020
1998-07-05 00:14:00	10311
1998-07-05 00:15:00	11161
1998-07-05 00:16:00	11349
1998-07-05 00:17:00	11009
1998-07-05 00:18:00	10969
1998-07-05 00:19:00	10396
1998-07-05 00:20:00	11483
1998-07-05 00:21:00	10850
1998-07-05 00:22:00	10963
1998-07-05 00:23:00	10886
1998-07-05 00:24:00	10966
1998-07-05 00:25:00	10723
1998-07-05 00:26:00	10369
1998-07-05 00:27:00	10756
1998-07-05 00:28:00	11158
1998-07-05 00:29:00	10068
1998-07-05 00:30:00	9646
1998-07-05 00:31:00	10270
1998-07-05 00:32:00	10946
1998-07-05 00:33:00	11188
1998-07-05 00:34:00	10914
1998-07-05 00:35:00	11439
1998-07-05 00:36:00	11049
1998-07-05 00:37:00	11458
1998-07-05 00:38:00	11379
1998-07-05 00:39:00	11486
1998-07-05 00:40:00	11665
1998-07-05 00:41:00	10980
1998-07-05 00:42:00	11805
1998-07-05 00:43:00	11434
1998-07-05 00:44:00	10885
1998-07-05 00:45:00	10991
1998-07-05 00:46:00	10762
1998-07-05 00:47:00	11184
1998-07-05 00:48:00	10277
1998-07-05 00:49:00	10578
1998-07-05 00:50:00	10564
1998-07-05 00:51:00	10636
1998-07-05 00:52:00	10789
1998-07-05 00:53:00	10829
1998-07-05 00:54:00	10204
1998-07-05 00:55:00	10261
1998-07-05 00:56:00	10413
1998-07-05 00:57:00	10524
1998-07-05 00:58:00	10635
1998-07-05 00:59:00	10465
1998-07-05 01:00:00	10913
1998-07-05 01:01:00	10722
1998-07-05 01:02:00	10247
1998-07-05 01:03:00	9938
1998-07-05 01:04:00	10501
1998-07-05 01:05:00	10691
1998-07-05 01:06:00	10005
1998-07-05 01:07:00	11085
1998-07-05 01:08:00	10519
1998-07-05 01:09:00	10199
1998-07-05 01:10:00	10347
1998-07-05 01:11:00	10642
1998-07-05 01:12:00	10282
1998-07-05 01:13:00	10364
1998-07-05 01:14:00	10548
1998-07-05 01:15:00	11434
1998-07-05 01:16:00	11510
1998-07-05 01:17:00	10735
1998-07-05 01:18:00	10939
1998-07-05 01:19:00	10815
1998-07-05 01:20:00	10915
1998-07-05 01:21:00	10096
1998-07-05 01:22:00	9831
1998-07-05 01:23:00	10586
1998-07-05 01:24:00	10274
1998-07-05 01:25:00	10531
1998-07-05 01:26:00	10408
1998-07-05 01:27:00	10200
1998-07-05 01:28:00	10159
1998-07-05 01:29:00	10367
1998-07-05 01:30:00	10766
1998-07-05 01:31:00	10133
1998-07-05 01:32:00	10262
1998-07-05 01:33:00	10389
1998-07-05 01:34:00	10290
1998-07-05 01:35:00	10794
1998-07-05 01:36:00	10255
1998-07-05 01:37:00	10078
1998-07-05 01:38:00	9912
1998-07-05 01:39:00	9507
1998-07-05 01:40:00	9659
1998-07-05 01:41:00	10836
1998-07-05 01:42:00	9683
1998-07-05 01:43:00	9594
1998-07-05 01:44:00	10272
1998-07-05 01:45:00	10293
1998-07-05 01:46:00	10031
1998-07-05 01:47:00	9324
1998-07-05 01:48:00	9525
1998-07-05 01:49:00	10649
1998-07-05 01:50:00	10357
1998-07-05 01:51:00	10470
1998-07-05 01:52:00	10507
1998-07-05 01:53:00	9806
1998-07-05 01:54:00	10848
1998-07-05 01:55:00	10296
1998-07-05 01:56:00	11246
1998-07-05 01:57:00	10352
1998-07-05 01:58:00	10087
1998-07-05 01:59:00	10739
1998-07-05 02:00:00	11716
1998-07-05 02:01:00	11957
1998-07-05 02:02:00	11547
1998-07-05 02:03:00	10149
1998-07-05 02:04:00	9731
1998-07-05 02:05:00	10041
1998-07-05 02:06:00	10491
1998-07-05 02:07:00	10864
1998-07-05 02:08:00	10359
1998-07-05 02:09:00	11545
1998-07-05 02:10:00	11448
1998-07-05 02:11:00	10367
1998-07-05 02:12:00	10500
1998-07-05 02:13:00	10925
1998-07-05 02:14:00	10069
1998-07-05 02:15:00	9399
1998-07-05 02:16:00	10039
1998-07-05 02:17:00	9992
1998-07-05 02:18:00	9854
1998-07-05 02:19:00	9958
1998-07-05 02:20:00	10254
1998-07-05 02:21:00	10182
1998-07-05 02:22:00	10363
1998-07-05 02:23:00	10950
1998-07-05 02:24:00	10627
1998-07-05 02:25:00	10553
1998-07-05 02:26:00	10781
1998-07-05 02:27:00	10489
1998-07-05 02:28:00	9585
1998-07-05 02:29:00	9886
1998-07-05 02:30:00	9755
1998-07-05 02:31:00	10033
1998-07-05 02:32:00	9611
1998-07-05 02:33:00	10057
1998-07-05 02:34:00	10420
1998-07-05 02:35:00	10996
1998-07-05 02:36:00	10888
1998-07-05 02:37:00	10243
1998-07-05 02:38:00	9960
1998-07-05 02:39:00	9609
1998-07-05 02:40:00	9340
1998-07-05 02:41:00	10130
1998-07-05 02:42:00	10190
1998-07-05 02:43:00	10476
1998-07-05 02:44:00	10640
1998-07-05 02:45:00	9849
1998-07-05 02:46:00	10910
1998-07-05 02:47:00	10793
1998-07-05 02:48:00	10001
1998-07-05 02:49:00	9977
1998-07-05 02:50:00	10070
1998-07-05 02:51:00	10684
1998-07-05 02:52:00	10516
1998-07-05 02:53:00	10014
1998-07-05 02:54:00	9390
1998-07-05 02:55:00	9717
1998-07-05 02:56:00	10123
1998-07-05 02:57:00	9424
1998-07-05 02:58:00	10013
1998-07-05 02:59:00	10260
1998-07-05 03:00:00	10381
1998-07-05 03:01:00	10032
1998-07-05 03:02:00	10424
1998-07-05 03:03:00	10707
1998-07-05 03:04:00	10225
1998-07-05 03:05:00	10465
1998-07-05 03:06:00	9789
1998-07-05 03:07:00	10644
1998-07-05 03:08:00	10565
1998-07-05 03:09:00	11300
1998-07-05 03:10:00	10694
1998-07-05 03:11:00	11342
1998-07-05 03:12:00	11012
1998-07-05 03:13:00	10404
1998-07-05 03:14:00	10352
1998-07-05 03:15:00	10137
1998-07-05 03:16:00	10580
1998-07-05 03:17:00	10386
1998-07-05 03:18:00	10508
1998-07-05 03:19:00	11062
1998-07-05 03:20:00	10554
1998-07-05 03:21:00	11169
1998-07-05 03:22:00	10667
1998-07-05 03:23:00	10665
1998-07-05 03:24:00	10350
1998-07-05 03:25:00	10475
1998-07-05 03:26:00	10451
1998-07-05 03:27:00	10578
1998-07-05 03:28:00	10574
1998-07-05 03:29:00	10342
1998-07-05 03:30:00	10300
1998-07-05 03:31:00	10678
1998-07-05 03:32:00	9941
1998-07-05 03:33:00	10251
1998-07-05 03:34:00	10737
1998-07-05 03:35:00	10454
1998-07-05 03:36:00	10094
1998-07-05 03:37:00	10214
1998-07-05 03:38:00	10245
1998-07-05 03:39:00	9955
1998-07-05 03:40:00	9917
1998-07-05 03:41:00	9011
1998-07-05 03:42:00	9583
1998-07-05 03:43:00	8655
1998-07-05 03:44:00	9008
1998-07-05 03:45:00	9762
1998-07-05 03:46:00	10123
1998-07-05 03:47:00	9854
1998-07-05 03:48:00	10284
1998-07-05 03:49:00	10673
1998-07-05 03:50:00	10322
1998-07-05 03:51:00	9656
1998-07-05 03:52:00	9177
1998-07-05 03:53:00	9257
1998-07-05 03:54:00	10109
1998-07-05 03:55:00	9292
1998-07-05 03:56:00	8931
1998-07-05 03:57:00	8521
1998-07-05 03:58:00	9723
1998-07-05 03:59:00	9777
1998-07-05 04:00:00	9545
1998-07-05 04:01:00	9231
1998-07-05 04:02:00	9396
1998-07-05 04:03:00	9771
1998-07-05 04:04:00	9438
1998-07-05 04:05:00	9792
1998-07-05 04:06:00	9387
1998-07-05 04:07:00	9792
1998-07-05 04:08:00	9556
1998-07-05 04:09:00	9584
1998-07-05 04:10:00	9484
1998-07-05 04:11:00	9264
1998-07-05 04:12:00	9117
1998-07-05 04:13:00	9392
1998-07-05 04:14:00	8998
1998-07-05 04:15:00	9275
1998-07-05 04:16:00	9209
1998-07-05 04:17:00	8995
1998-07-05 04:18:00	8883
1998-07-05 04:19:00	9537
1998-07-05 04:20:00	9102
1998-07-05 04:21:00	9498
1998-07-05 04:22:00	9210
1998-07-05 04:23:00	9341
1998-07-05 04:24:00	9758
1998-07-05 04:25:00	9094
1998-07-05 04:26:00	8501
1998-07-05 04:27:00	8466
1998-07-05 04:28:00	8525
1998-07-05 04:29:00	8068
1998-07-05 04:30:00	7873
1998-07-05 04:31:00	7990
1998-07-05 04:32:00	8267
1998-07-05 04:33:00	8544
1998-07-05 04:34:00	8293
1998-07-05 04:35:00	8379
1998-07-05 04:36:00	8877
1998-07-05 04:37:00	8749
1998-07-05 04:38:00	8875
1998-07-05 04:39:00	8482
1998-07-05 04:40:00	8177
1998-07-05 04:41:00	8420
1998-07-05 04:42:00	8130
1998-07-05 04:43:00	7970
1998-07-05 04:44:00	8403
1998-07-05 04:45:00	8953
1998-07-05 04:46:00	8327
1998-07-05 04:47:00	8969
1998-07-05 04:48:00	9239
1998-07-05 04:49:00	8380
1998-07-05 04:50:00	8439
1998-07-05 04:51:00	7847
1998-07-05 04:52:00	7981
1998-07-05 04:53:00	8508
1998-07-05 04:54:00	8267
1998-07-05 04:55:00	7741
1998-07-05 04:56:00	7913
1998-07-05 04:57:00	7975
1998-07-05 04:58:00	8250
1998-07-05 04:59:00	8212
1998-07-05 05:00:00	8984
1998-07-05 05:01:00	8673
1998-07-05 05:02:00	8738
1998-07-05 05:03:00	8250
1998-07-05 05:04:00	8006
1998-07-05 05:05:00	8170
1998-07-05 05:06:00	8648
1998-07-05 05:07:00	8075
1998-07-05 05:08:00	7796
1998-07-05 05:09:00	8529
1998-07-05 05:10:00	8865
1998-07-05 05:11:00	8362
1998-07-05 05:12:00	8583
1998-07-05 05:13:00	8852
1998-07-05 05:14:00	8150
1998-07-05 05:15:00	8517
1998-07-05 05:16:00	7916
1998-07-05 05:17:00	8221
1998-07-05 05:18:00	7440
1998-07-05 05:19:00	8446
1998-07-05 05:20:00	8693
1998-07-05 05:21:00	8947
1998-07-05 05:22:00	8498
1998-07-05 05:23:00	8407
1998-07-05 05:24:00	7866
1998-07-05 05:25:00	7985
1998-07-05 05:26:00	8385
1998-07-05 05:27:00	8616
1998-07-05 05:28:00	8020
1998-07-05 05:29:00	7852
1998-07-05 05:30:00	9153
1998-07-05 05:31:00	8280
1998-07-05 05:32:00	8191
1998-07-05 05:33:00	7027
1998-07-05 05:34:00	6867
1998-07-05 05:35:00	7476
1998-07-05 05:36:00	7792
1998-07-05 05:37:00	8418
1998-07-05 05:38:00	7587
1998-07-05 05:39:00	7467
