Time	Requests
1998-06-26 00:00:00	22716
1998-06-26 00:01:00	21726
1998-06-26 00:02:00	21516
1998-06-26 00:03:00	21965
1998-06-26 00:04:00	22138
1998-06-26 00:05:00	22404
1998-06-26 00:06:00	21767
1998-06-26 00:07:00	21081
1998-06-26 00:08:00	21964
1998-06-26 00:09:00	22476
1998-06-26 00:10:00	20773
1998-06-26 00:11:00	22171
1998-06-26 00:12:00	21986
1998-06-26 00:13:00	21083
1998-06-26 00:14:00	22121
1998-06-26 00:15:00	22549
1998-06-26 00:16:00	21712
1998-06-26 00:17:00	21817
1998-06-26 00:18:00	21255
1998-06-26 00:19:00	21444
1998-06-26 00:20:00	21602
1998-06-26 00:21:00	22126
1998-06-26 00:22:00	22894
1998-06-26 00:23:00	21452
1998-06-26 00:24:00	19665
1998-06-26 00:25:00	20005
1998-06-26 00:26:00	21524
1998-06-26 00:27:00	21860
1998-06-26 00:28:00	22788
1998-06-26 00:29:00	22526
1998-06-26 00:30:00	22632
1998-06-26 00:31:00	21850
1998-06-26 00:32:00	21255
1998-06-26 00:33:00	20615
1998-06-26 00:34:00	21644
1998-06-26 00:35:00	21796
1998-06-26 00:36:00	19959
1998-06-26 00:37:00	21061
1998-06-26 00:38:00	19674
1998-06-26 00:39:00	20897
1998-06-26 00:40:00	21201
1998-06-26 00:41:00	21447
1998-06-26 00:42:00	21351
1998-06-26 00:43:00	20334
1998-06-26 00:44:00	22119
1998-06-26 00:45:00	21338
1998-06-26 00:46:00	20514
1998-06-26 00:47:00	21747
1998-06-26 00:48:00	21245
1998-06-26 00:49:00	20520
1998-06-26 00:50:00	21038
1998-06-26 00:51:00	20484
1998-06-26 00:52:00	19920
1998-06-26 00:53:00	20099
1998-06-26 00:54:00	20831
1998-06-26 00:55:00	20013
1998-06-26 00:56:00	21054
1998-06-26 00:57:00	20355
1998-06-26 00:58:00	19595
1998-06-26 00:59:00	19550
1998-06-26 01:00:00	19092
1998-06-26 01:01:00	18326
1998-06-26 01:02:00	19354
1998-06-26 01:03:00	20242
1998-06-26 01:04:00	19496
1998-06-26 01:05:00	18951
1998-06-26 01:06:00	19659
1998-06-26 01:07:00	19255
1998-06-26 01:08:00	19574
1998-06-26 01:09:00	20135
1998-06-26 01:10:00	20340
1998-06-26 01:11:00	19752
1998-06-26 01:12:00	18610
1998-06-26 01:13:00	19863
1998-06-26 01:14:00	19656
1998-06-26 01:15:00	19549
1998-06-26 01:16:00	20756
1998-06-26 01:17:00	22197
1998-06-26 01:18:00	22178
1998-06-26 01:19:00	22621
1998-06-26 01:20:00	19971
1998-06-26 01:21:00	19120
1998-06-26 01:22:00	17738
1998-06-26 01:23:00	19020
1998-06-26 01:24:00	19186
1998-06-26 01:25:00	19519
1998-06-26 01:26:00	19374
1998-06-26 01:27:00	19096
1998-06-26 01:28:00	20015
1998-06-26 01:29:00	19291
1998-06-26 01:30:00	19371
1998-06-26 01:31:00	19132
1998-06-26 01:32:00	19780
1998-06-26 01:33:00	19821
1998-06-26 01:34:00	19846
1998-06-26 01:35:00	19600
1998-06-26 01:36:00	18782
1998-06-26 01:37:00	19155
1998-06-26 01:38:00	19086
1998-06-26 01:39:00	19285
1998-06-26 01:40:00	19135
1998-06-26 01:41:00	17706
1998-06-26 01:42:00	17658
1998-06-26 01:43:00	18344
1998-06-26 01:44:00	19459
1998-06-26 01:45:00	19253
1998-06-26 01:46:00	18182
1998-06-26 01:47:00	18539
1998-06-26 01:48:00	17883
1998-06-26 01:49:00	18162
1998-06-26 01:50:00	16825
1998-06-26 01:51:00	16323
1998-06-26 01:52:00	17474
1998-06-26 01:53:00	17476
1998-06-26 01:54:00	18451
1998-06-26 01:55:00	17746
1998-06-26 01:56:00	17327
1998-06-26 01:57:00	18265
1998-06-26 01:58:00	18324
1998-06-26 01:59:00	17346
1998-06-26 02:00:00	18425
1998-06-26 02:01:00	17867
1998-06-26 02:02:00	17384
1998-06-26 02:03:00	16893
1998-06-26 02:04:00	16894
1998-06-26 02:05:00	17575
1998-06-26 02:06:00	17541
1998-06-26 02:07:00	16724
1998-06-26 02:08:00	16505
1998-06-26 02:09:00	16302
1998-06-26 02:10:00	16754
1998-06-26 02:11:00	16175
1998-06-26 02:12:00	16814
1998-06-26 02:13:00	16101
1998-06-26 02:14:00	17610
1998-06-26 02:15:00	16226
1998-06-26 02:16:00	16153
1998-06-26 02:17:00	16093
1998-06-26 02:18:00	15665
1998-06-26 02:19:00	15099
1998-06-26 02:20:00	15407
1998-06-26 02:21:00	15988
1998-06-26 02:22:00	16024
1998-06-26 02:23:00	16418
1998-06-26 02:24:00	17276
1998-06-26 02:25:00	16123
1998-06-26 02:26:00	14789
1998-06-26 02:27:00	16410
1998-06-26 02:28:00	16811
1998-06-26 02:29:00	16111
1998-06-26 02:30:00	16127
1998-06-26 02:31:00	16472
1998-06-26 02:32:00	15502
1998-06-26 02:33:00	15529
1998-06-26 02:34:00	15935
1998-06-26 02:35:00	14855
1998-06-26 02:36:00	15354
1998-06-26 02:37:00	15142
1998-06-26 02:38:00	16015
1998-06-26 02:39:00	15673
1998-06-26 02:40:00	15004
1998-06-26 02:41:00	14425
1998-06-26 02:42:00	16081
1998-06-26 02:43:00	16140
1998-06-26 02:44:00	15352
1998-06-26 02:45:00	14908
1998-06-26 02:46:00	14422
1998-06-26 02:47:00	15490
1998-06-26 02:48:00	15469
1998-06-26 02:49:00	14945
1998-06-26 02:50:00	15449
1998-06-26 02:51:00	15153
1998-06-26 02:52:00	15458
1998-06-26 02:53:00	14303
1998-06-26 02:54:00	15704
1998-06-26 02:55:00	16906
1998-06-26 02:56:00	16146
1998-06-26 02:57:00	16361
1998-06-26 02:58:00	15712
1998-06-26 02:59:00	15550
1998-06-26 03:00:00	15952
1998-06-26 03:01:00	16030
1998-06-26 03:02:00	16660
1998-06-26 03:03:00	16246
1998-06-26 03:04:00	17261
1998-06-26 03:05:00	16909
1998-06-26 03:06:00	16380
1998-06-26 03:07:00	15635
1998-06-26 03:08:00	17081
1998-06-26 03:09:00	17221
1998-06-26 03:10:00	17012
1998-06-26 03:11:00	16140
1998-06-26 03:12:00	16658
1998-06-26 03:13:00	15830
1998-06-26 03:14:00	15127
1998-06-26 03:15:00	15561
1998-06-26 03:16:00	15323
1998-06-26 03:17:00	15293
1998-06-26 03:18:00	15476
1998-06-26 03:19:00	16330
1998-06-26 03:20:00	17026
1998-06-26 03:21:00	16983
1998-06-26 03:22:00	16377
1998-06-26 03:23:00	15882
1998-06-26 03:24:00	15466
1998-06-26 03:25:00	15593
1998-06-26 03:26:00	15080
1998-06-26 03:27:00	14183
1998-06-26 03:28:00	14852
1998-06-26 03:29:00	15698
1998-06-26 03:30:00	15378
1998-06-26 03:31:00	16424
1998-06-26 03:32:00	15325
1998-06-26 03:33:00	15973
1998-06-26 03:34:00	15266
1998-06-26 03:35:00	15654
1998-06-26 03:36:00	15304
1998-06-26 03:37:00	15327
1998-06-26 03:38:00	15198
1998-06-26 03:39:00	15687
1998-06-26 03:40:00	15601
1998-06-26 03:41:00	15341
1998-06-26 03:42:00	14948
1998-06-26 03:43:00	15187
1998-06-26 03:44:00	15994
1998-06-26 03:45:00	15973
1998-06-26 03:46:00	15526
1998-06-26 03:47:00	14906
1998-06-26 03:48:00	15557
1998-06-26 03:49:00	14357
1998-06-26 03:50:00	14830
1998-06-26 03:51:00	15015
1998-06-26 03:52:00	14726
1998-06-26 03:53:00	14948
1998-06-26 03:54:00	13910
1998-06-26 03:55:00	15319
1998-06-26 03:56:00	15786
1998-06-26 03:57:00	14990
1998-06-26 03:58:00	16109
1998-06-26 03:59:00	15187
