Time	Requests
1998-06-07 00:00:00	3324
1998-06-07 00:01:00	3564
1998-06-07 00:02:00	3445
1998-06-07 00:03:00	3586
1998-06-07 00:04:00	3418
1998-06-07 00:05:00	3448
1998-06-07 00:06:00	2928
1998-06-07 00:07:00	3272
1998-06-07 00:08:00	3413
1998-06-07 00:09:00	3318
1998-06-07 00:10:00	2977
1998-06-07 00:11:00	3333
1998-06-07 00:12:00	3810
1998-06-07 00:13:00	3511
1998-06-07 00:14:00	3229
1998-06-07 00:15:00	3124
1998-06-07 00:16:00	3351
1998-06-07 00:17:00	3242
1998-06-07 00:18:00	3399
1998-06-07 00:19:00	3623
1998-06-07 00:20:00	3671
1998-06-07 00:21:00	3525
1998-06-07 00:22:00	3637
1998-06-07 00:23:00	3863
1998-06-07 00:24:00	3682
1998-06-07 00:25:00	4051
1998-06-07 00:26:00	4017
1998-06-07 00:27:00	3593
1998-06-07 00:28:00	3752
1998-06-07 00:29:00	4020
1998-06-07 00:30:00	3980
1998-06-07 00:31:00	3328
1998-06-07 00:32:00	3328
1998-06-07 00:33:00	3328
1998-06-07 00:34:00	3337
1998-06-07 00:35:00	3701
1998-06-07 00:36:00	4258
1998-06-07 00:37:00	3859
1998-06-07 00:38:00	3775
1998-06-07 00:39:00	3509
1998-06-07 00:40:00	3174
1998-06-07 00:41:00	3539
1998-06-07 00:42:00	3614
1998-06-07 00:43:00	3570
1998-06-07 00:44:00	3468
1998-06-07 00:45:00	3810
1998-06-07 00:46:00	3605
1998-06-07 00:47:00	3466
1998-06-07 00:48:00	3449
1998-06-07 00:49:00	3559
1998-06-07 00:50:00	3599
1998-06-07 00:51:00	3376
1998-06-07 00:52:00	3217
1998-06-07 00:53:00	3508
1998-06-07 00:54:00	3248
1998-06-07 00:55:00	3437
1998-06-07 00:56:00	3753
1998-06-07 00:57:00	3725
1998-06-07 00:58:00	3330
1998-06-07 00:59:00	3279
1998-06-07 01:00:00	3787
1998-06-07 01:01:00	3756
1998-06-07 01:02:00	3926
1998-06-07 01:03:00	4097
1998-06-07 01:04:00	3521
1998-06-07 01:05:00	3408
1998-06-07 01:06:00	3872
1998-06-07 01:07:00	3545
1998-06-07 01:08:00	3474
1998-06-07 01:09:00	3411
1998-06-07 01:10:00	2706
1998-06-07 01:11:00	2694
1998-06-07 01:12:00	3357
1998-06-07 01:13:00	2856
1998-06-07 01:14:00	3089
1998-06-07 01:15:00	3102
1998-06-07 01:16:00	3029
1998-06-07 01:17:00	3152
1998-06-07 01:18:00	2949
1998-06-07 01:19:00	3233
1998-06-07 01:20:00	3702
1998-06-07 01:21:00	3510
1998-06-07 01:22:00	3553
1998-06-07 01:23:00	2912
1998-06-07 01:24:00	3029
1998-06-07 01:25:00	3033
1998-06-07 01:26:00	2955
1998-06-07 01:27:00	3435
1998-06-07 01:28:00	3475
1998-06-07 01:29:00	3387
1998-06-07 01:30:00	3244
1998-06-07 01:31:00	3204
1998-06-07 01:32:00	3149
1998-06-07 01:33:00	2981
1998-06-07 01:34:00	2852
1998-06-07 01:35:00	3197
1998-06-07 01:36:00	3374
1998-06-07 01:37:00	3207
1998-06-07 01:38:00	2971
1998-06-07 01:39:00	3458
1998-06-07 01:40:00	3238
1998-06-07 01:41:00	3077
1998-06-07 01:42:00	3465
1998-06-07 01:43:00	3262
1998-06-07 01:44:00	3518
1998-06-07 01:45:00	3453
1998-06-07 01:46:00	3944
1998-06-07 01:47:00	3481
1998-06-07 01:48:00	3365
1998-06-07 01:49:00	3599
1998-06-07 01:50:00	3767
1998-06-07 01:51:00	3484
1998-06-07 01:52:00	3323
1998-06-07 01:53:00	3614
1998-06-07 01:54:00	3485
1998-06-07 01:55:00	3805
1998-06-07 01:56:00	3657
1998-06-07 01:57:00	3724
1998-06-07 01:58:00	3771
1998-06-07 01:59:00	4007
1998-06-07 02:00:00	3615
1998-06-07 02:01:00	3840
1998-06-07 02:02:00	3787
1998-06-07 02:03:00	3485
1998-06-07 02:04:00	3901
1998-06-07 02:05:00	3763
1998-06-07 02:06:00	3312
1998-06-07 02:07:00	3741
1998-06-07 02:08:00	3497
1998-06-07 02:09:00	4025
1998-06-07 02:10:00	3739
1998-06-07 02:11:00	3360
1998-06-07 02:12:00	3322
1998-06-07 02:13:00	3447
1998-06-07 02:14:00	3671
1998-06-07 02:15:00	3901
1998-06-07 02:16:00	3610
1998-06-07 02:17:00	4173
1998-06-07 02:18:00	4011
1998-06-07 02:19:00	3911
1998-06-07 02:20:00	3701
