Time	Requests
1998-05-20 00:00:00	1414
1998-05-20 00:01:00	1346
1998-05-20 00:02:00	1436
1998-05-20 00:03:00	1649
1998-05-20 00:04:00	1120
1998-05-20 00:05:00	1245
1998-05-20 00:06:00	1434
1998-05-20 00:07:00	1286
1998-05-20 00:08:00	1499
1998-05-20 00:09:00	1538
1998-05-20 00:10:00	1551
1998-05-20 00:11:00	1368
1998-05-20 00:12:00	1569
1998-05-20 00:13:00	1473
1998-05-20 00:14:00	1621
1998-05-20 00:15:00	1528
1998-05-20 00:16:00	1434
1998-05-20 00:17:00	1473
1998-05-20 00:18:00	1406
1998-05-20 00:19:00	1367
1998-05-20 00:20:00	1553
1998-05-20 00:21:00	1503
1998-05-20 00:22:00	1515
1998-05-20 00:23:00	1456
1998-05-20 00:24:00	1396
1998-05-20 00:25:00	1476
1998-05-20 00:26:00	1570
1998-05-20 00:27:00	1504
1998-05-20 00:28:00	1683
1998-05-20 00:29:00	1272
1998-05-20 00:30:00	1424
1998-05-20 00:31:00	1250
1998-05-20 00:32:00	1724
1998-05-20 00:33:00	1568
1998-05-20 00:34:00	1391
1998-05-20 00:35:00	1985
1998-05-20 00:36:00	1640
1998-05-20 00:37:00	1869
1998-05-20 00:38:00	1428
1998-05-20 00:39:00	1621
1998-05-20 00:40:00	1812
1998-05-20 00:41:00	1688
1998-05-20 00:42:00	1747
1998-05-20 00:43:00	1590
1998-05-20 00:44:00	1610
1998-05-20 00:45:00	1599
1998-05-20 00:46:00	1456
1998-05-20 00:47:00	1581
1998-05-20 00:48:00	1812
1998-05-20 00:49:00	1869
1998-05-20 00:50:00	1521
1998-05-20 00:51:00	1434
1998-05-20 00:52:00	1373
1998-05-20 00:53:00	1761
1998-05-20 00:54:00	1786
1998-05-20 00:55:00	1865
1998-05-20 00:56:00	1946
1998-05-20 00:57:00	1807
1998-05-20 00:58:00	1666
1998-05-20 00:59:00	1564
1998-05-20 01:00:00	1553
1998-05-20 01:01:00	1524
1998-05-20 01:02:00	1436
1998-05-20 01:03:00	1565
1998-05-20 01:04:00	1542
1998-05-20 01:05:00	1278
1998-05-20 01:06:00	1244
1998-05-20 01:07:00	1261
1998-05-20 01:08:00	1267
1998-05-20 01:09:00	1623
1998-05-20 01:10:00	1592
1998-05-20 01:11:00	1695
1998-05-20 01:12:00	1342
1998-05-20 01:13:00	1379
1998-05-20 01:14:00	1432
1998-05-20 01:15:00	1302
1998-05-20 01:16:00	1054
1998-05-20 01:17:00	998
1998-05-20 01:18:00	1057
1998-05-20 01:19:00	1025
1998-05-20 01:20:00	1336
1998-05-20 01:21:00	1295
1998-05-20 01:22:00	1499
1998-05-20 01:23:00	1325
1998-05-20 01:24:00	1226
1998-05-20 01:25:00	1441
1998-05-20 01:26:00	1726
1998-05-20 01:27:00	1324
1998-05-20 01:28:00	1144
1998-05-20 01:29:00	1192
1998-05-20 01:30:00	1186
1998-05-20 01:31:00	1033
1998-05-20 01:32:00	1093
1998-05-20 01:33:00	1266
1998-05-20 01:34:00	1091
1998-05-20 01:35:00	1299
1998-05-20 01:36:00	1412
1998-05-20 01:37:00	1619
1998-05-20 01:38:00	1415
1998-05-20 01:39:00	1531
1998-05-20 01:40:00	1285
1998-05-20 01:41:00	1273
1998-05-20 01:42:00	1370
1998-05-20 01:43:00	1627
1998-05-20 01:44:00	1551
1998-05-20 01:45:00	1887
1998-05-20 01:46:00	1807
1998-05-20 01:47:00	1586
1998-05-20 01:48:00	1513
1998-05-20 01:49:00	1319
1998-05-20 01:50:00	1482
1998-05-20 01:51:00	1628
1998-05-20 01:52:00	1850
1998-05-20 01:53:00	1438
1998-05-20 01:54:00	1630
1998-05-20 01:55:00	1362
1998-05-20 01:56:00	1782
1998-05-20 01:57:00	1520
1998-05-20 01:58:00	1507
1998-05-20 01:59:00	972
1998-05-20 02:00:00	1700
1998-05-20 02:01:00	1430
1998-05-20 02:02:00	1234
1998-05-20 02:03:00	1193
1998-05-20 02:04:00	1282
1998-05-20 02:05:00	1390
1998-05-20 02:06:00	1581
1998-05-20 02:07:00	1404
1998-05-20 02:08:00	1404
1998-05-20 02:09:00	1756
1998-05-20 02:10:00	1413
1998-05-20 02:11:00	1388
1998-05-20 02:12:00	1363
1998-05-20 02:13:00	1462
1998-05-20 02:14:00	1264
1998-05-20 02:15:00	1344
1998-05-20 02:16:00	1440
1998-05-20 02:17:00	1537
1998-05-20 02:18:00	1102
1998-05-20 02:19:00	1393
1998-05-20 02:20:00	1422
1998-05-20 02:21:00	1245
1998-05-20 02:22:00	1172
1998-05-20 02:23:00	1432
1998-05-20 02:24:00	1110
1998-05-20 02:25:00	1159
1998-05-20 02:26:00	1240
1998-05-20 02:27:00	1258
1998-05-20 02:28:00	1098
1998-05-20 02:29:00	1214
1998-05-20 02:30:00	1347
1998-05-20 02:31:00	1359
1998-05-20 02:32:00	1484
1998-05-20 02:33:00	1576
1998-05-20 02:34:00	1410
1998-05-20 02:35:00	1297
1998-05-20 02:36:00	1231
1998-05-20 02:37:00	1314
1998-05-20 02:38:00	1454
1998-05-20 02:39:00	1379
1998-05-20 02:40:00	1293
1998-05-20 02:41:00	909
1998-05-20 02:42:00	1024
1998-05-20 02:43:00	1054
1998-05-20 02:44:00	1097
1998-05-20 02:45:00	1181
1998-05-20 02:46:00	1436
1998-05-20 02:47:00	1319
1998-05-20 02:48:00	1166
1998-05-20 02:49:00	1304
1998-05-20 02:50:00	1272
1998-05-20 02:51:00	1190
1998-05-20 02:52:00	1201
1998-05-20 02:53:00	1353
1998-05-20 02:54:00	1275
1998-05-20 02:55:00	1404
1998-05-20 02:56:00	1106
1998-05-20 02:57:00	1317
1998-05-20 02:58:00	1453
1998-05-20 02:59:00	1409
1998-05-20 03:00:00	1194
1998-05-20 03:01:00	1417
1998-05-20 03:02:00	1399
1998-05-20 03:03:00	1190
1998-05-20 03:04:00	1196
1998-05-20 03:05:00	1588
1998-05-20 03:06:00	1380
1998-05-20 03:07:00	1192
1998-05-20 03:08:00	1247
1998-05-20 03:09:00	1312
1998-05-20 03:10:00	1133
1998-05-20 03:11:00	1250
1998-05-20 03:12:00	1556
1998-05-20 03:13:00	1348
1998-05-20 03:14:00	1204
1998-05-20 03:15:00	1200
1998-05-20 03:16:00	1585
1998-05-20 03:17:00	1316
1998-05-20 03:18:00	1479
1998-05-20 03:19:00	1438
1998-05-20 03:20:00	1340
1998-05-20 03:21:00	1305
1998-05-20 03:22:00	1285
1998-05-20 03:23:00	1360
1998-05-20 03:24:00	1602
1998-05-20 03:25:00	1429
1998-05-20 03:26:00	1436
1998-05-20 03:27:00	1389
1998-05-20 03:28:00	1569
1998-05-20 03:29:00	1472
1998-05-20 03:30:00	1248
1998-05-20 03:31:00	1278
1998-05-20 03:32:00	1449
1998-05-20 03:33:00	1602
1998-05-20 03:34:00	1311
1998-05-20 03:35:00	1226
1998-05-20 03:36:00	1169
1998-05-20 03:37:00	1073
1998-05-20 03:38:00	990
1998-05-20 03:39:00	1142
1998-05-20 03:40:00	1311
1998-05-20 03:41:00	1349
1998-05-20 03:42:00	1490
1998-05-20 03:43:00	1317
1998-05-20 03:44:00	1397
1998-05-20 03:45:00	1311
1998-05-20 03:46:00	1398
1998-05-20 03:47:00	1425
1998-05-20 03:48:00	1151
1998-05-20 03:49:00	881
1998-05-20 03:50:00	1067
1998-05-20 03:51:00	892
1998-05-20 03:52:00	1133
1998-05-20 03:53:00	1277
1998-05-20 03:54:00	1325
1998-05-20 03:55:00	1493
1998-05-20 03:56:00	1422
1998-05-20 03:57:00	1079
1998-05-20 03:58:00	911
1998-05-20 03:59:00	927
1998-05-20 04:00:00	1234
1998-05-20 04:01:00	1318
1998-05-20 04:02:00	1421
1998-05-20 04:03:00	1266
1998-05-20 04:04:00	1437
1998-05-20 04:05:00	1414
1998-05-20 04:06:00	1310
1998-05-20 04:07:00	1101
1998-05-20 04:08:00	1144
1998-05-20 04:09:00	1077
1998-05-20 04:10:00	1171
1998-05-20 04:11:00	1189
1998-05-20 04:12:00	1093
1998-05-20 04:13:00	1316
1998-05-20 04:14:00	1478
1998-05-20 04:15:00	1145
1998-05-20 04:16:00	1193
1998-05-20 04:17:00	1281
1998-05-20 04:18:00	1210
1998-05-20 04:19:00	1112
1998-05-20 04:20:00	1325
1998-05-20 04:21:00	1200
1998-05-20 04:22:00	1243
1998-05-20 04:23:00	1259
1998-05-20 04:24:00	1271
1998-05-20 04:25:00	1414
1998-05-20 04:26:00	1260
1998-05-20 04:27:00	1060
1998-05-20 04:28:00	1123
1998-05-20 04:29:00	895
1998-05-20 04:30:00	1349
1998-05-20 04:31:00	1262
1998-05-20 04:32:00	1099
1998-05-20 04:33:00	1179
1998-05-20 04:34:00	1200
1998-05-20 04:35:00	1415
1998-05-20 04:36:00	1430
